web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1695389164-103","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4,5 Zimmer, CHF 1880.—","Auf Pünten 39, 8405 Winterthur, ZH","CHF 1880.—","«schöne 4.5-Zimmerwohnung in Seen»","An ruhiger Lage in Winterthur-Seen, vermieten wir ab sofort oder nach Vereinbarung diese schöne, frisch gestrichene 4.5-Zimmerwohnung im 1. Stock.Folgendes erwartet Sie:- grosse, moderne Küche mit Granitabstellfläche- Wohn- und Elternzimmer mit Parkettboden- Kinderzimmer und Korridor mit Vinylbodenbelag - Badezimmer mit Badewanne - sep. WC- Wandschrank im Wohnzimmer beim Eingang- Balkon- Kellerabteil- Waschküche zur MitbenützungHaben wir Ihr Interesse geweckt? Wir freuen uns von Ihnen zu hören."
"1695389164-104","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3,5 Zimmer, 70 m², CHF 1600.—","Pfaffenwiesenstr. 50, 8404 Winterthur, ZH","CHF 1600.—","«Wohn- und Lebensqualität in Oberi! ""Mieten ohne Kaution""»","Auf der Suche nach einem neuen Zuhause? Wir haben die ideale Wohnung für Sie an ruhiger Lage:- Wohnzimmer Parkett- Schlaf- und Kinderzimmer Linoleum- Grosse Küche mit Glaskeramikherd und Geschirrspüler- Badezimmer mit Badewanne- Wandschränke- Sonniger Balkon - Kinderfreundliche Lage- Gute Einkaufsmöglichkeiten vorhanden- Nähe S-Bahn-Anschluss (Wallrüti)Die Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung."
"1695389164-105","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3,5 Zimmer, 103 m², CHF 2204.—","Else-Züblin-Strasse 104, 8404 Winterthur, ZH","CHF 2204.—","«Traumwohnung sucht neue Mieter!»","Die LageIhr neues Heim liegt direkt vor den Füssen des Eulachparks und lädt zum Verweilen und Erholen ein. In unserer Überbauung MAX wohnen Sie in einem aufstrebenden Quartier mit einer familienfreundlichen Infrastruktur sowie kurzen Gehdistanzen zu Schulen und dem Naherholungsgebiet. Zudem befindet sich auch die International School in Winterthur.Die Buslinie Nr. 14 fährt in unmittelbarer Nähe der Überbauung im Viertelstundentakt zum Bahnhof Winterthur. Mit den ÖV erreichen Sie in 30 Minuten Zürich, 20 Minuten den Flughafen, rund 30 Minuten Sc"
"1695389164-106","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","5 Zimmer, 105 m², CHF 2095.—","Kurlistr. 88, 8404 Winterthur, ZH","CHF 2095.—","«Ihr neues Zuhause an ruhiger Lage «Mieten ohne Kaution»»","- Parkett im Wohn- und Essbereich- Schöne, moderne Küche mit Glaskeramikherd und Geschirrspüler- 3 Schlafzimmer- Helles Badezimmer mit Badewanne und Fenster- Sep. WC- Praktische Wandschränke im Korridor- Balkon- Keller und Estrich- Einkauf, Schulen, öffentliche Verkehrsmittel in nächster Nähe> Die Fotos zeigen den Standard."
"1695389164-107","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3,5 Zimmer, 91 m², CHF 2544.—","Rudolfstr. 23, 8400 Winterthur, ZH","CHF 2544.—","«Modernes Wohnen im Herzen der Stadt»","Der luxeriöse Ausbaustandart, die eindrückliche Raumhöhe sowie der exklusive Blick über Winterthur machen das Wohnen im Zentrum der Stadt einmalig. Das Mietobjekt ist wie folgt ausgestattet:- Moderne Küche- hochwertiger Eschenparkett in allen Wohnräumen- zwei Nasszellen mit beigen Natursteinplatten und hochhwertigen Armaturen - eigener Waschturm in der Wohnung- Entrée mit Garderobenschränken- Individuelle Raumaufteilung dank Schiebetüren- Einbauschränke mit viel StauraumParkplätze in der Tiefgarage können dazu gemietet werden.Haben wir Ihr Inte"
"1695389164-108","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3,5 Zimmer, 85 m², CHF 2480.—","St. Gallerstrasse 48, 8400 Winterthur, ZH","CHF 2480.—","«Wohnen im Sidiareal, www.sidiareal.ch»","Modernes Wohnen im Minergie-Standard. Industrielle Architektur in parkähnlicher Umgebung und sehr kinderfreundlicher Zone. Hervorragend ausgebaute Infrastruktur sowie Einkaufsmöglichkeiten, Freizeit- und Fitnessangebote befinden sich in unmittelbarer Nähe. Mit dem öffentlichen Verkehr gelangt man innert 3 Minuten ins Zentrum von Winterthur. Daneben verfügt Winterthur über mehrere Autobahnanschlüsse. Die Wohnung überzeugt mit folgenden Eigenschaften: - Ganze Wohnung mit Eschenparkett ausgestattet - Nasszellen aus Feinsteinzeugplatten - Helles Wo"
"1695389164-109","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3,5 Zimmer, 104 m², CHF 2690.—","St. Gallerstrasse 42e, 8400 Winterthur, ZH","CHF 2690.—","«Wohnen im Sidiareal, www.sidiareal.ch»","Modernes Wohnen im Minergie-Standard. Industrielle Architektur in parkähnlicher Umgebung und sehr kinderfreundlicher Zone. Hervorragend ausgebaute Infrastruktur sowie Einkaufsmöglichkeiten, Freizeit- und Fitnessangebote befinden sich in unmittelbarer Nähe. Mit dem öffentlichen Verkehr gelangt man innert 3 Minuten ins Zentrum von Winterthur. Daneben verfügt Winterthur über mehrere Autobahnanschlüsse. Die Wohnung überzeugt mit folgenden Eigenschaften: - Ganze Wohnung mit Eschenparkett ausgestattet - Nasszellen aus Feinsteinzeugplatten - Helles Wo"
"1695389164-110","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2,5 Zimmer, 75 m², CHF 1990.—","Weizackerstrasse 3, 8405 Winterthur, ZH","CHF 1990.—","«Herrliche 2.5-Zimmer-Attikawohnung mit grosser Terrasse in Winterthur-Seen»","Besichtigungen:Freitag, 15. September 2023 von 18.00 - 19.00 UhrFreitag, 22. September 2023 von 18.00 - 19.00 UhrWir vermieten per 1. Dezember 2023 diese attraktive 2.5-Zimmer-Attikawohnung im beliebten Stadtquartier Winterthur-Seen.Die Wohnung mit Baujahr 2000 überzeugt durch eine grosse Terrasse von 53 m2 mit herrlicher Fernsicht und präsentiert sich in gepflegtem Zustand. Die moderne Küche und das Wohnzimmer mit Schwedenofen sind weitere Highlights der schönen Attikawohnung. Das Knistern im Kamin unterstreicht die erholsamen Momente an kühle"
"1695389164-111","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2,5 Zimmer, 44 m², CHF 1395.—","Reutlingerstr. 15, 8404 Winterthur, ZH","CHF 1395.—","«Ihr neues Zuhause im Grünen!»","In diesem gepflegten Mehrfamilienhaus an ruhiger, idyllischer Lage am Stadtrand erwartet Sie ein zeitgemäss ausgestattetes, preisgünstiges Zuhause. Die Liegenschaft ist verkehrstechnisch sehr gut erschlossen, der Autobahnanschluss ist nur 7 Fahrminuten entfernt. Wer mit dem ÖV unterwegs ist, erreicht die Bushaltestelle in 2 Gehminuten (Buslinie 1). In wenigen Minuten sind diverse Lebensmittelläden mit dem Auto oder Bus erreichbar.Für Ihre Wohnqualität: - Parkettboden in Wohn- und Schlafzimmern - Offene Küche mit Glaskeramikherd und Geschirrspül"
"1695389164-112","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2,5 Zimmer, 73 m², CHF 1669.—","Heiniweg 12, 8404 Winterthur, ZH","CHF 1669.—","«Heimelige Dachwohnung wird frei! ""Mieten ohne Kaution""»","Charmante 2.5-Zimmer Dachwohnung wird frei. Profitieren Sie von folgenden Vorzügen:- Parkettboden in ganzer Wohnung- Plattenboden in Küche und Badezimmer- Moderne Küche mit Geschirrspüler und Glaskeramikherd- Waschmaschine/Tumbler in Küche- Helle Täferdecke- Badezimmer mit Badewanne- Balkon mit toller Aussicht- Estrich- Kein Lift- Ruhige Lage- Gute Einkaufsmöglichkeiten- Nähe S-Bahn-Anschluss (Wallrüti)- Schwimmbad und öffentliche Anlagen in nächster NäheDie Fotos entsprechen dem Standard"
"1695389164-113","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4,5 Zimmer, 89 m², CHF 1985.—","Maienstrasse 8, 8406 Winterthur, ZH","CHF 1985.—","«Wohnglück für Familien»","Wir vermieten per 01.12.2023 diese helle 4.5-Zimmerwohnung in Winterthur.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:- Wohn- und Schlafzimmer sowie Korridor mit Parkettboden- Nasszellen und Küche mit PVC-Boden- Grosszügige und helle Zimmer- Küche mit vier Herdplatten, Backofen und Stauraum für Ihre Küchenutensilien- Badezimmer mit WC, Lavabo, Spiegelschrank, Badewanne und Tageslicht- Separates WC mit Lavabo und Spiegelschrank- Praktischer Einbauschrank im Korridor- Balkon für gemütliche Sonnenstunden- Separates Kellerabteil - Waschküche"
"1695389164-114","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2,5 Zimmer, 61 m², CHF 1270.—","Weizackerstr. 4, 8405 Winterthur, ZH","CHF 1270.—","«Besichtigung: Mittwoch, 27. September 2023 von 17.00 - 18.00 Uhr»","In einer ruhiger und dennoch zentraler Lage im schönen Winterthur-Seen vermieten wir per 1. November 2023 eine helle und gemütliche 2.5-Zimmerwohnung (ca. 61 m2) im 1. OG mit sonnigem Balkon (ca. 12.8 m2).Die Wohnung verfügt über:- halboffene Küche mit Glaskeramikherd, Geschirrspüler und Parkettboden- Korridor, Wohn- / Esszimmer und Schlafzimmer mit Parkettboden- Bad / WC mit PVC-Bodenbelag- praktischer Abstellraum (ca. 2.3 m2) mit PVC-Bodenbelag- Einbauschrank / Garderobe im Korridor sorgt für Stauraum- gemütlicher Balkon- Keller- und Estricha"
"1695389164-115","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","1 Zimmer, CHF 1100.—","Rychenbergstrasse 45, 8400 Winterthur, ZH","CHF 1100.—","«1-Zimmer-Wohnung nähe Kantonsspital»","Besichtigung: Montag, 25. September 2023 von 17.00- 17.30 UhrWir vermieten per 1. Oktober 2023 diese zentrale 1-Zimmer-Wohnung in einem ruhigen Wohnquartier am Rychenberg. Das Stadtzentrum ist in wenigen Gehminuten zu erreichen.Die Wohnung verfügt über:- Küche mit Glaskeramikherd- modernes Badezimmer- Parkettboden- sonniger Balkon- Keller- und EstrichabteilSind Sie Interessiert? Dann nehmen Sie an der oben erwähnten Besichtigung teil. Der jetzige Mieter Herr Gerber wird Ihnen die Wohnung gerne unverbindlich zeigen."
"1695389164-116","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3,5 Zimmer, 103 m², CHF 2202.—","Else-Züblin-Strasse 106, 8404 Winterthur, ZH","CHF 2202.—","«Moderne 3.5 Zimmerwohnung»","Die LageMit dem Eulachpark liegt der grösste Winterthurer Park direkt vor den Füssen Ihres neuen Zuhauses und lädt zum Verweilen ein. Hier wohnen Sie in einem aufstrebenden Quartier mit einer familienfreundlichen Infrastruktur, kurzen Gehdistanzen zu Schulen und dem Naherholungsgebiet. Zudem befindet sich auch die International School in WinterthurDie Buslinie Nr. 7 fährt in unmittelbarer Nähe der Überbauung im Viertelstundentakt zum Bahnhof Winterthur. Mit den ÖV erreichen Sie in 30 Minuten Zürich, 20 Minuten den Flughafen, rund 30 Minuten Sch"
"1695389164-117","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3,5 Zimmer, 94 m², CHF 2102.—","Barbara Reinhart-Strasse 46, 8404 Winterthur, ZH","CHF 2102.—","«Wohnen im Eulachpark - trendig und modern!»",""
"1695389164-118","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2,5 Zimmer, 74 m², CHF 1592.—","Heiniweg 10, 8404 Winterthur, ZH","CHF 1592.—","«Helle Dachwohnung mit Balkon ""Mieten ohne Kaution""»","In Oberwinterthur vermieten wir diese schöne Dachwohnung, profitieren Sie von folgenden Vorzügen;- Parkett im Wohn- und Schlafbereich- Helle Täferdecke- Küche mit Geschirrspüler und Glaskeramikherd- Badezimmer mit Badewanne- Balkon mit toller Aussicht- Estrich- Ruhige und doch zentrale Lage- Gute Einkaufsmöglichkeiten in der Nähe- Nahe gelegener S-Bahn-Anschluss (Bahnhof Wallrüti)(Die Bilder entsprechen dem Standard.)"
"1695389164-119","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4,5 Zimmer, 100 m², CHF 2600.—","Schlosshofstrasse 21, 8400 Winterthur, ZH","CHF 2600.—","«Werk 3 - rundum attrakiv leben im 3. Obergeschoss»","Herzlich Willkommen im Werk 3. Das gut erschlossene Sulzer-Areal liegt im Brühlberg-Quartier, nahe dem Einkaufszentrum ""Lokwerk"". Das Stadtzentrum ist zu Fuss und per Buss schnell erreichbar, und die Nähe zur Autobahneinfahrt ""Töss"" bringt motorisierten Bewohnerneine zeitsparende Verkehrsanbindung nach Zürich und zum Flughafen. Das Werk 3 bietet viel Raum für individuelles Wohnen. Mit anderen Worten: Hier finden Sie die nötige Ruhe, für die Erfüllung urbaner und doch ungestörter Wohnträume.Die Wohnung ist mit allem ausgestattet, was von einer z"
"1695389164-120","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4,5 Zimmer, 179 m², CHF 3380.—","Rychenbergstr. 61, 8400 Winterthur, ZH","CHF 3380.—","«4.5 Zimmerwohnung mit grossem Atelier»","Günstige Verkehrslage, grosses Atelier mit separatem Eingang, moderne Ausstattung, viel Licht und Luft: Diese Vorzüge machen diese Wohnung zu einem besonders begehrten Ort um Wohnen und Arbeiten zu kombinieren.Für Ihre Wohnqualität:-Parkettböden in Wohn- und Schlafzimmern-Offene Küche-Grosses Atelier 55 m2-Nasszellen mit Bad/WC sowie mit Dusche/WC-Waschmaschine und Tumbler in der Wohnung-Einbauschränke im Korridor-Beheizte Loggia-Kontrollierte Wohnungslüftung und Bodenheizung-Eigenes Kellerabteil für zusätzlichen StauraumZusätzlich auf Wunsch:"
"1695389167-121","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","1 Zimmer, 163 m², CHF 2800.—","Katharina Sulzer Platz 2, 8400 Winterthur, ZH","CHF 2800.—","«Passend zu Ihrem Lifestyle ""MIETEN OHNE KAUTION""»","Licht und Luft erfüllen Ihr neues Zuhause...- Aussergewöhnliche Innen- und Aussenarchitektur- Hohe Decken und grosse Fensterfronten - Küche mit Geschirrspüler, Backofen und Steamer- Bad mit Badewanne und WC - Eigene Waschmaschine und Trockner in der Wohnung- Bodenbeläge: Parkett und Platten- Terrasse zur Mitbenutzung- Eigenes Kellerabteil- Lift vorhanden- Bahnhof, Einkaufsmöglichkeiten, Restaurants etc. alles zu Fuss oder mit dem Fahrrad erreichbar- Einstellplätze können für CHF 175.- pro Monat dazugemietet werden.- Fotos zeigen eine typähnlich"
"1695389167-122","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2,5 Zimmer, 70 m², CHF 2850.—","Moosackerstrasse 5, 8405 Winterthur, ZH","CHF 2850.—","«Grosszügige 2.5 Attikawohnung möbliert»","An zentraler Lage in Winterthur-Seen vermieten wir eine hochwertig möbliertes 2.5-Zimmer-Apartment. Die Attikawohnung befindet sich in einem Neubau Mehrfamilienhaus in Winterthur-Seen.Die stilvolle Attika-Wohnung überzeugt mit einem individuellen Grundriss, hohen Wohnkomfort und lichtdurchfluteten Räumlichkeiten. Die Wohnung verfügt über einen hochwertigen Ausbau mit Eichenparkett, moderne Küche mit Induktions-Kochfeld, Kombi Steamer, diversen Einbauspots, Holz-Metall Fenstern (3-fach Isolierverglasung), WM/TU und Multimediadose mit Glasfaseran"
"1695389167-123","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","1,5 Zimmer, 30 m², CHF 2150.—","Ebnetstrasse 6, 8406 Winterthur, ZH","CHF 2150.—","«Hochwertig möbliertes Business Apartment, fully furnished!»","An zentraler Lage in Winterthur vermieten wir ein hochwertig möbliertes 1.5-Zimmer-Apartment. Das Apartment verfügt über eine grosse Dachterrasse von ca. 37 m2. Der einzigartige Grundriss, sowie die grossen Fensterflächen garantieren einen lichtdurchfluteten Raum mit angenehmer Wohnatmosphäre. Das Apartment verfügt über eine Boden ebene Dusche mit Glastrennwand, Waschmaschine und Tumbler, eine moderne Küche und separates Entrée. Die Küche ist mit allem notwendigem eingerichtet. Die Bushaltestelle befindet sich nur wenige Meter entfernt und brin"
"1695389167-124","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4,5 Zimmer, 131 m², CHF 2675.—","Else-Züblin-Strasse 104, 8404 Winterthur, ZH","CHF 2675.—","«Schöne Wohnung im EG»","Die LageDas Trendquartier Neuhegi steht für eine familienfreundliche Infrastruktur, kurze Gehdistanzen zu Schulen und einem vor der Türe gelegenen Naherholungsgebiet. Zudem befindet sich auch die International School in Winterthur.Der nah gelegene Eulachpark bietet für jeden etwas, sei es für Spiel, Bewegung, Spaziergänge, Picknicks oder einfach nur um zu entspannen.Die Buslinie Nr. 14 fährt in unmittelbarer Nähe der Überbauung im Viertelstundentakt zum Bahnhof Winterthur. Mit den ÖV erreichen Sie in 30 Minuten Zürich, 20 Minuten den Flughafen,"
"1695389167-125","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2,5 Zimmer, 62 m², CHF 1840.—","Wülflingerstrasse 153, 8408 Winterthur, ZH","CHF 1840.—","«Funktionales Wohnen»","Per 01.12.2023 vermieten wir diese schöne 2.5-Zimmerwohnung in Winterthur.  Die Wohnung bietet Ihnen folgende Annehmlichkeiten:  - Wohn- und Schlafzimmer mit Laminatboden - Küche und Nasszelle mit pflegeleichtem Boden - Grosses Wohnzimmer mit viel Tageslicht - Helles und geräumiges Zimmer - Küche mit Glaskeramikherd, Geschirrspüler, Backofen und ausreichend Stauraum für Ihre Küchenutensilien - Badezimmer mit WC, Lavabo, Spiegelschrank und Dusche - Korridor mit praktischen Einbauschränken - Waschküche und Trockenraum zur Mitbenutzung  Haustiere"
"1695389167-126","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3,5 Zimmer, 132 m², CHF 3450.—","Marktgasse 39, 8400 Winterthur, ZH","CHF 3450.—","«Frisch sanierte Altbau-Wohnung im Herzen von Winterthur»","Die neue, auf dem höchsten Standard ausgebaute Maisonette-Wohnung verfügt über: - grosszügige Wohnräume mit Parkett (Eiche)- hochwertig ausgebaute Küche- zwei vollwertige Nasszellen (Bad und Dusche)- eigene Waschmaschine und Tumbler- separates Kellerabteil"
"1695389167-127","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3,5 Zimmer, 60 m², CHF 2260.—","Löwenstrasse 2, 8400 Winterthur, ZH","CHF 2260.—","«Wohnung in Winterthur in der Nähe vom Bahnhof»",""
"1695389167-128","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2,5 Zimmer, 91 m², CHF 2115.—","Steiggasse 3, 8400 Winterthur, ZH","CHF 2115.—","«Erstbezug: Sanierte Wohnung im Herzen der Winterthurer Altstadt»","Wir vermieten ab November 2023 eine frisch sanierte 2.5-Zimmer-Wohnung mit ca. 91 m2 in einer Altbauliegenschaft an beliebter Lage. Die Wohnung weist folgende Vorzüge auf.grosszügier Eingangsbereichgemütliches Wohnzimmer gassenseitig mit historischer Holzwand und Sichtbalkenmoderne und offene Küche mit Geschirrspüler, Kühlschrank mit separatem Gefrierschrank, Induktionskochfeld, Gerätemarken Elektroluxmoderne Duscheseparates WCeigener Waschraum mit Waschmaschine/TumblerSchlafzimmer Seite Steiggasse separater Abstellraum, z.B. als begehbares Ank"
"1695389167-129","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3,5 Zimmer, 81 m², CHF 1880.—","Hörnlistrasse 4, 8400 Winterthur, ZH","CHF 1880.—","«Lebensfreude beginnt daheim»","Wir vermieten per 16. Oktober 2023 oder nach Vereinbarung an kinderfreundlicher und begrünter Lage diese grosszügige Wohnung im 2. Stock, die Ihnen unter anderem den folgenden Ausbaustandard zu bieten hat:- alle Zimmer mit Parkettboden- frisch sanierte Küche mit Fenster, Glaskeramikherd und Geschirrspüler- Badezimmer mit Fenster und Badewanne- grosser, sonniger Balkon- Kellerabteil- gemeinsame Waschküche im Untergeschoss- LiftBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue Raumaufteilung können Sie dem G"
"1695389167-130","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2,5 Zimmer, 54 m², CHF 1740.—","Zielstrasse 13, 8400 Winterthur, ZH","CHF 1740.—","«Einmalige 2.5-Zimmer-Wohnung in Stadtnähe»","Im schönen Winterthur vermieten wir diese 2.5-Zimmer-Wohnung im 3. Obergeschoss.Alle Wohnräume sind mit dunklem Parkett versehen. Der Eingangsbereich, der Vorplatz sowie das Badezimmer verfügen über einen roten Bodenbelag.Der separate Eingangsbereich bietet dank Garderobenschrank ausgiebig Stauraum.Die moderne, offene Küche ist mit bedienungsfreundlichen Geräten ausgestattet.Das Badezimmer verfügt über eine Badewanne und hellblaue Wandplättli.Lassen Sie Ihren Feierabend auf dem schmucken Balkon ausklingen.Das Einkaufszentrum Rosenberg sowie die"
"1695389167-131","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3,5 Zimmer, 101 m², CHF 2363.—","Obere Schöntalstrasse 46, 8406 Winterthur, ZH","CHF 2363.—","«Wohnglück in zentraler Lage»","Per 01.12.2023 vermieten wir diese schöne 3.5-Zimmerwohnung Mitten im Zentrum von Winterthur.Diese Wohnung bietet Ihnen folgende Annehmlichkeiten:- Wohn- und Schlafzimmer mit Parkettboden- Küche und Nasszellen mit dunklem, pflegeleichtem Plattenboden- Offene Küche mit Glaskeramikherd, Geschirrspüler, Backofen auf Sichthöhe und viel Stauraum für Ihre Küchenutensilien- Badezimmer mit WC, Lavabo, Spiegelschrank, Badewanne und eigenem Waschturm (Waschmaschine und Tumbler)- Separates Gästebad mit WC, Lavabo und Spiegel- Grosszügiger Eingangsbereich"
"1695389167-132","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3 Zimmer, 68 m², CHF 1750.—","Scheideggstrasse 8, 8400 Winterthur, ZH","CHF 1750.—","«Wow, helle 3 Z-Wohnung mit Balkon»","Diese helle 3 Z-Wohnung befindet sich im 5. OG in gepflegter Liegenschaft im Gutschickquartier. Das 5. OG bietet schöne Aussicht und der Park mit viel Grünfläche lädt zum verweilen ein.Im Entrée gibt es einen Einbauschrank sowie ein kleines Réduit. Die Küche ist in modernem grau gehalten und hat einen zeitgemässen Plattenboden. Das WC/Bad ist zweckmässig ausgestattet. Das Wohnzimmer ist sehr hell und hat direkten Zugang zum Balkon. Im gesamten Wohnbereich und den beiden Schlafzimmern wird ein schöner Korkvynilboden verlegt. Der grosse Balkon is"
"1695389167-133","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3 Zimmer, 62 m², CHF 1799.—","Hofwiesenweg 2, 8405 Winterthur, ZH","CHF 1799.—","«Freizeit auf dem Gartensitzplatz verbringen!»","********************************************************Besichtigungen können individuell mit Frau Wahl von der VERIT Immobilien AG vereinbart werden. Tel. 044 389 78 44.********************************************************Wir vermieten eine helle, gemütliche und gut gelegene Wohnung in Winterthur-Seen. Die Wohnung überzeugt Sie mit folgenden Eigenschaften:Feinsteinboden in der KücheGeschirrspüler und GlaskeramikherdKorridor mit EinbauschrankWohnzimmer mit ParkettbodenSchlafzimmer und Kinderzimmer mit neuem Parkettbodeneigenes Kellerabteil m"
"1695389167-134","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4,5 Zimmer, 106 m², CHF 2239.—","Römerstr. 128, 8404 Winterthur, ZH","CHF 2239.—","«Grosszügige Wohnung im alten Dorfkern von Oberwinterthur!""Mieten ohne Kaution»","Im Dorfkern von Oberwinterthur vermieten wir diese schöne4.5 Zimmerwohnung, profitieren Sie von folgenden Vorzügen.- Bodenbelag in Wohnbereich und Zimmern: Parkett- Küche und Badezimmer: Keramik-Platten (Anthrazit)- Schöne Küche mit Glaskeramikherd und Geschirrspüler- Helles Badezimmer mit Badewanne- Separates Gäste-WC- Praktische Wandschränke im Korridor- Reduit- Kellerabteil- Balkon- LiftDie schönen Spielplatz- und Grillanlagen in der Liegenschaft laden zum Verweilen ein. Schule, Kindergarten und Einkaufsmöglichkeiten befinden sich in unmitte"
"1695389167-135","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3,5 Zimmer, 93 m², CHF 2170.—","Else-Züblin-Str. 78, 8404 Winterthur, ZH","CHF 2170.—","«Sue&Til - smart&urban»","Willkommen bei sue&til! Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&til legt grossen Wert darauf, Ihnen zahlreiche Highlights und An-nehmlichkeiten zu bieten. Sie können sicher sein, dass sue&til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.- offen gestaltete Grundrisse für die grosszügige Atmosphäre- Hochwertige Eichenparkettböden für den edlen Touch in den Wohnräumen- Hochwertiges Bad/WC mit Feinsteinzeugplatten"
"1695389167-136","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4,5 Zimmer, 120 m², CHF 2761.—","St. Gallerstrasse 42c, 8400 Winterthur, ZH","CHF 2761.—","«Wohnen im Sidiareal, www.sidiareal.ch»","Modernes Wohnen im Minergie-Standard. Industrielle Architektur in parkähnlicher Umgebung und sehr kinderfreundlicher Zone. Hervorragend ausgebaute Infrastruktur sowie Einkaufsmöglichkeiten, Freizeit- und Fitnessangebote befinden sich in unmittelbarer Nähe. Mit dem öffentlichen Verkehr gelangt man innert 3 Minuten ins Zentrum von Winterthur. Daneben verfügt Winterthur über mehrere Autobahnanschlüsse. Die Wohnung überzeugt mit folgenden Eigenschaften: - Ganze Wohnung mit Eschenparkett ausgestattet - Nasszellen aus Feinsteinzeugplatten - Helles Wo"
"1695389167-137","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3,5 Zimmer, 91 m², CHF 2280.—","Tösstalstrasse 230, 8405 Winterthur, ZH","CHF 2280.—","«Grosszügige Gartenwohnung mit top Baustandard»","Die 3.5-Zimmer-Wohnung mit top Grundriss und Eigentums-Baustandard liegt an zentraler Lage in Winterthur-Seen.Die durchdachten Grundrisse ermöglichen eine optimale Möblierung und schaffen, mit dem südwestlich ausgerichteten und der Strasse abgewandten Sitzplatz, ein angenehmes Ambiente.Die ganze Wohnung verfügt über einen grossformatigen, hellen Feinsteinzeug-Plattenboden, Einbauschränke im Korridor, ein grosses Badezimmer mit Waschturm und eine separate Dusche.Die offene Küche bietet viel Stauraum und verfügt über ein Glaskeramikkochfeld, eine"
"1695389167-138","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","1 Zimmer, 29 m², CHF 850.—","Lindbergstrasse 20, 8404 Winterthur, ZH","CHF 850.—","«Wohnung mit Sitzplatz»","Wir vermieten diese gemütliche, sehr sonnige Wohnung, welche sich im Erdgeschoss befindet.Die moderne Küche und das Badezimmer verfügen über einen schönen Plattenboden, das Wohnzimmer/Schlafzimmer besitzt einen Eichenparkettboden. Dank Einbauschrank, Keller- und Estrichabteil haben Sie auch genügend Stauraum für Ihre liebgewonnen Gegenstände. Ihre neuen vier Wände liegen in der Nähe von Einkaufsmöglichkeiten, Schulen sowie den öffentlichen Verkehrsmitteln.Lassen Sie sich diese Chance nicht entgehen und nehmen Sie an einem der oben genannten Bes"
