type,id,lat,lon,brand,shop,city,street,housenumber,postcode,opening_hours
node,4436281783,47.6963318,8.633796199999999,Coop,supermarket,Schaffhausen,Fronwagplatz,1,8200,"Mo-Fr 07:30-20:00; Sa 07:30-18:00; PH,Su off"
node,4450141255,46.8228398,8.0333341,Volg,supermarket,Sörenberg,Rothorn-Center,1,6174,Mo-Sa 06:30-19:00
node,4462112015,47.2080048,7.5158017,Coop,supermarket,Solothurn,Brunngrabenstrasse,2,4500,Mo-Fr 08:00-18:30; Sa 07:30-17:00; Su closed
node,4466482789,47.3806921,8.5348898,Coop,supermarket,Zürich,Zollstrasse,42,8005,Mo-Sa 07:00-21:00
node,4470200077,47.4797204,9.5766952,Migros,supermarket,Thal,Wiesentalstrasse,4,9425,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00; PH off
node,4471468374,47.4778718,8.9982285,Migros,supermarket,Münchwilen TG,Wilerstrasse,5,9542,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off"
node,4471606841,47.5042286,8.7717306,Migros,supermarket,Winterthur,Hintermühlenstrasse,4,8409,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,4485050990,46.203871,6.1462335,Migros,supermarket,Genève,Place de la Fusterie,7,1204,Mo-Fr 08:30-19:00; Sa 08:30-18:00
node,4521077846,47.5592809,7.5876958,Migros,supermarket,Basel,Eisengasse,12,4051,"Mo-Fr 06:30-19:00, Sa 06:30-18:00; Su off"
node,4558521620,46.8637785,8.631918,Volg,supermarket,Attinghausen,Reussstrasse,1,6468,"Mo-Fr 06:00-18:30; Sa 06:00-17:00; Su,PH off"
node,4586790608,47.0715498,8.3619633,Migros,supermarket,Adligenswil,Obgardirain,1,6043,"Mo-Fr 07:30-12:15, Mo-Th 13:30-19:00, Fr 13:30-20:00, Sa 07:30-17:00"
node,4601227391,46.9405337,7.1450493,Denner,supermarket,Muntelier,Grande Ferme,20,3280,Mo-Th 07:00-19:00; Fr 07:00-21:00; Sa 07:00-16:00
node,4612692582,46.3187736,7.988729,Coop,supermarket,Brig,Nordstrasse,2,3900,Mo-Th 06:00-18:30; Fr 06:00-20:00; Sa 06:00-17:00
node,4618729641,47.4263522,7.4178449,Volg,supermarket,Kleinlützel,Im Winkel,23,4245,Mo-Fr 06:00-18:30; Sa 06:00-18:00
node,4639861811,46.8811116,8.6436489,Spar,supermarket,Altdorf UR,Schmiedgasse,10,6460,Mo-Fr 07:30-18:30;Sa 07:30-16:00
node,4697887290,47.5165537,8.5943967,Aldi,supermarket,Embrach,Industriestrasse,4,8424,Mo-Sa 08:00-20:00
node,4724269890,46.9285773,7.4522685,VOI,supermarket,VOI,Seftigenstrasse,259,3084,Mo-Fr 08:00-20:00; Sa 08:00-17:00; PH off
node,4810427359,46.959062,7.496688,Lidl,supermarket,Ostermundigen,Bernstrasse,119,3072,Mo-Th 07:30-20:00; Fr 07:30-21:00; Sa 07:30-17:00
node,4811306182,46.6983886,9.1560724,Volg,supermarket,Vignogn,Vitg,30,7147,"Mo-Fr 08:00-11:30, 14:00-18:00; Sa 08:00-12:00, 14:00-17:00"
node,4813527922,47.5210346,8.5408348,Denner,supermarket,Bülach,Bahnhofstrasse,28,8180,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,4816412575,47.5107051,8.693819,Migros,supermarket,Winterthur,Lindenplatz,1,8408,Mo-Fr 07:30-20:00; Sa 07:30-18:00; PH off
node,4817359240,47.2253457,8.9441525,Denner,supermarket,Schmerikon,Bahnhofstrasse,3,8716,"Mo-Fr 06:30-12:30,13:30-19:00; Sa 06:30-17:00"
node,4827130190,47.3752033,8.485718,Migros,supermarket,Zürich,Albisriederstrasse,363,8047,Mo-Sa 08:00-20:00; PH off
node,4827131027,47.3900789,8.5087002,Migros-Outlet,supermarket,Zürich,Pfingstweidstrasse,101,8005,"Mo-Fr 07:00-19:00, Sa 08:00-16:00; PH off"
node,4827131028,47.3859928,8.5486931,Migros,supermarket,Zürich,Winterthurerstrasse,2-4,8006,Mo-Sa 08:00-21:00; PH off
node,4827131029,47.396145,8.4865224,VOI Migros Partner,supermarket,Zürich,Grünauring,37,8064,Mo-Fr 07:30-20:00; Sa 08:00-18:00
node,4832370695,46.8536107,9.514712,Lidl,supermarket,Chur,Ringstrasse,34,7000,Mo-Fr 07:30-20:00; Sa 07:30-18:00
node,4838594323,47.407888,8.5964595,Denner,supermarket,Wallisellen,Neue Winterthurerstrasse,99,8301,Mo-Sa 09:00-20:00
node,4838594390,47.3859488,8.499584,Denner,supermarket,Zürich,Baslerstrasse,50,8048,Mo-Sa 09:00-20:00
node,4841545904,47.4082866,8.595021599999999,Alnatura,supermarket,Wallisellen,Neue Winterthurerstrasse,99,8304,Mo-Sa 09:00-20:00; PH off
node,4841796184,47.3857631,8.5318296,Denner,supermarket,Zürich,Limmatstrasse,152,8005,Mo-Sa 07:30-20:00; PH off
node,4848816876,47.3729278,8.537713,Coop,supermarket,Zürich,Bahnhofstrasse,57,8001,Mo-Sa 09:00-20:00
node,4863684823,47.3894532,9.6491781,Coop,supermarket,Diepoldsau,Tramstrasse,33,9444,Mo-Th 07:00-19:00; Fr 07:00-20:00; Sa 07:00-17:00
node,4868938542,47.3838311,8.4978671,ALDI,supermarket,Zürich,Badenerstrasse,565,8048,Mo-Sa 08:00-21:00
node,4896104281,47.3574739,8.5230643,Coop,supermarket,Zürich,Kalanderplatz,1,8045,Mo-Fr 09:00-21:00; Sa 08:00-21:00
node,4896104282,47.3898336,8.471856,Coop,supermarket,Zürich,Am Suteracher,14,8048,Mo-Sa 07:30-20:00
node,4896104283,47.4104766,8.5467405,Coop,supermarket,Zürich,Wallisellenstrasse,1,8050,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,4900329304,46.9881259,6.9094198,Coop,supermarket,Neuchâtel,Rue des Poudrières,137,2006,"Mo-We 07:30-19:00, Th 07:30-20:00, Fr 07:30-19:00, Sa 07:30-18:00"
node,4904632669,46.9928154,6.9255613,Lidl,supermarket,Neuchâtel,Rue de l'Ecluse,30 - 38,2000,Mo-We 07:30-19:00; Th 07:30-20:00; Fr 07:30-19:00; Sa 07:30-18:00; PH off
node,4914425887,47.4973455,9.025993,Volg,supermarket,Bettwiesen,Hauptstrasse,50,9553,Mo-Sa 06:00-21:00
node,4916560819,47.4983121,8.8615229,Migros,supermarket,Elgg,St. Gallerstrasse,16,8353,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off"
node,4925136048,46.6290751,9.7450604,Volg,supermarket,Bergün/Bravuogn,Plaz,63,7482,Mo-Fr 07:30-18:30; Sa 07:30-17:00
node,4931591722,47.0612692,8.3077943,Migros,supermarket,Luzern,Friedentalstrasse,6,6004,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,4947270215,47.0423429,9.430805,Migros,supermarket,Mels,Grossfeldstrasse,56,8879,"Mo-Th 08:30-19:00, Fr 08:30-21:00, Sa 08:00-17:00; PH off"
node,4975193021,47.5611724,7.5693704,Spar,supermarket,Basel,Hegenheimerstrasse,93,4055,Mo-Sa 08:00-19:00; Su 09:00-18:00
node,5032268522,47.5476823,7.5889594,Migros,supermarket,Basel,Centralbahnstrasse,10,4051,"Mo-Fr 06:00-22:00, Sa-Su 07:30-22:00"
node,5051572612,47.3105928,8.1137158,VOI Migros Partner,supermarket,Unterkulm,Böhlerstrasse,2,5726,"Mo-Fr 07:30-19:00, Sa 07:30-18:00; PH off"
node,5058547354,47.4252288,9.3780973,Migros,supermarket,St. Gallen,Brühlgasse,28,9000,Mo-Fr 08:00-19:00; Sa 08:00-18:00
node,5069266051,47.5473115,8.9095051,Volg,supermarket,Frauenfeld,Thundorferstrasse,118,8500,Mo-Sa 06:00-21:00
node,5092117845,47.3199178,8.7922154,Denner,supermarket,Wetzikon,Bahnhofstrasse,19,8620,Mo-Fr 07:30-21:00; Sa 07:30-21:00
node,5110745297,47.4800058,7.6156608,Denner,supermarket,Dornach,Hauptstrasse,4,4143,Mo-Fr 07:00-18:30; Sa 07:00-17:00; Su 08:00-18:00
node,5111142678,47.326349,8.7975201,Coop,supermarket,Wetzikon,Kirchgasse,4,8620,Mo-Sa 07:30-20:00
node,5111530089,46.31738,6.9360883,Migros,supermarket,Aigle,Chemin Sous le Grand-Pré,4,1860,"Mo 09:00-18:30; Tu-Th 08:30-18:30; Fr 08:30-21:00; Sa 08:00-17:00; Su,PH closed"
node,5111530096,46.3173862,6.9373368,Denner,supermarket,Aigle,Chemin Sous le Grand-Pré,4,1860,"Mo 09:00-18:30; Tu-Th 08:30-18:30; Fr 08:30-21:00; Sa 08:00-17:00; Su,PH closed"
node,5113772325,46.6198823,7.1628243,Denner,supermarket,Charmey (Gruyère),Rue du Centre,11,1637,Mo-Fr 07:00-19:00; Sa 07:30-18:30; Su 08:00-18:30
node,5137918322,47.5403806,7.5977406,ALDI,supermarket,Basel,Dornacherstrasse,258,4053,Mo-Fr 08:00-20:00; Sa 07:30-18:00
node,5165148132,46.440327,8.951942,Coop,supermarket,Dongio,Via Lucomagno,72,6715,"Mo-Fr 08:00-12:00, 14:00-18:00; Sa 08:00-12:00, 14:00-17:00"
node,5203847172,47.278373,7.3702933999999996,Denner,supermarket,Moutier,Rue du Moulin,2,2740,"Mo-Fr 08:00-18:30, Sa 07:30-17:00"
node,5214633987,47.1992782,7.4262987,VOI,supermarket,Bettlach,Dorfstrasse,12,2544,"Mo-Fr 07:30-18:30, Sa 07:30-18:00; PH off"
node,5231189090,47.372948,8.0820252,Migros,supermarket,Suhr,Bernstrasse Ost,52,5034,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off
node,5243199320,46.9451957,7.3902766,VOI Migros Partner,supermarket,Bern,Mühledorfstrasse,15,3018,Mo-Fr 07:30-19:00; Sa 07:30-17:00; PH off
node,5274359340,47.5102979,8.5407826,Migros,supermarket,Bülach,Feldstrasse,85,8180,Mo-Sa 08:00-21:00; PH off
node,5274374491,47.505531500000004,8.5403446,ALDI,supermarket,Bachenbülach,Grabenstrasse,5,8184,Mo-Sa 08:00-20:00
node,5280817509,47.4813527,8.4666823,Aldi,supermarket,Dielsdorf,Ruchwiesenstrasse,5,8157,Mo-Sa 07:30-20:00
node,5287388696,47.1141419,7.3010333,VOI Migros Partner,supermarket,Studen BE,Hauptstrasse,65,2557,Mo-Fr 07:30-19:00; Sa 07:30-17:00; PH off
node,5295431519,47.3632596,8.8253509,Migros,supermarket,Hittnau,Jakob Stutz-Strasse,75,8335,"Mo-Fr 06:30-20:00, Sa 06:30-18:00; PH off"
node,5299251610,47.2546986,8.6121793,VOI Migros Partner,supermarket,Horgen,Seestrasse,288,8810,Mo-Sa 08:00-20:00; PH off
node,5347152017,47.2066937,7.5334224,Migros,supermarket,Solothurn,Wengistrasse,11,4500,"Mo-We,Fr 08:00-18:30; Th 08:00-21:00; Sa 07:30-18:00; Su off; PH off"
node,5347988220,47.5211926,8.5408024,Alnatura,supermarket,Bülach,Bahnhofstrasse,28,8180,Mo-Sa 08:00-20:00; PH off
node,5425441458,47.3620678,8.0456229,Migros,supermarket,Unterentfelden,Binzmattweg,8,5035,Mo-Sa 08:00-20:00; PH off
node,5425441459,47.3619353,8.0459734,Denner,supermarket,Unterentfelden,Binzmattweg,8,5035,Mo-Sa 08:00-20:00
node,5428703277,46.4312458,6.9097952,Denner,supermarket,Montreux,Place du Marché,6b,1820,Mo-Fr 08:00-20:00; Sa 08:00-19:00; Su 10:00-18:00
node,5435055314,47.0485838,8.306677,Coop,supermarket,Luzern,Hirschmattstrasse,15,6003,"Mo-We,Fr 06:30-19:00; Th 06:30-20:00; Sa 06:30-17:00"
node,5472353071,46.3783156,8.0333818,Coop,supermarket,Riederalp,Bahnhofstrasse,11,3987,Mo-Sa 08:00-18:30; Su 09:00-18:30
node,5483492229,47.1284712,9.055919,Migros,supermarket,Niederurnen,Ziegelbrückstrasse,21,8867,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off"
node,5491534334,46.2921649,7.5302277,Denner,supermarket,Sierre/Siders,Avenue Général-Guisan,15,3960,Mo-Fr 08:00-18:30
node,5499252489,47.6332852,9.2258897,Volg,supermarket,Scherzingen,Seestrasse,36,8596,Mo-Sa 06:15-20:00
node,5507213482,47.3661864,8.7825528,Denner,supermarket,Pfäffikon ZH,Seestrasse,27,8330,"Mo-Fr 08:00-20:00, Sa 08:00-18:00"
node,5513256743,47.1964113,8.7226229,Denner,supermarket,Wollerau,Wächlenstrasse,1,8832,Mo-Sa 07:30-20:00; PH off
node,5528673127,47.1263165,7.2463632,Migros,supermarket,Nidau,Lyssstrasse,15,2560,Mo-Fr 08:00-19:00; Sa 08:00-17:00
node,5531520439,47.4312051,9.6381797,Migros,supermarket,Au SG,Nollenhornstrasse,7,9434,Mo-Fr 08:00-19:00;Sa 08:00-17:00
node,5531520440,47.4310037,9.6381475,Denner,supermarket,Au SG,Nollenhornstrasse,7,9434,Mo-Fr 08:00-19:00;Sa 08:00-17:00
node,5540135357,47.2783897,7.9287275,VOI Migros Partner,supermarket,Strengelbach,Langenthalerstrasse,1,4802,"Mo-Fr 07:30-19:00, Sa 07:30-18:00"
node,5540176969,47.2796482,7.9270368,Coop,supermarket,Strengelbach,Streumattweg,2,4802,"Mo-Fr 07:30-19:00, Sa 07:30-18:00"
node,5540191029,47.278137,7.951807,Volg,supermarket,Zofingen,Luzernerstrasse,58,4800,Mo-Sa 06:00-20:00
node,5553197257,46.5274617,6.6015707,Denner,supermarket,Prilly,Chemin du Viaduc,1,1008,Mo-Fr 08:00-19:00; Sa 07:30-18:00
node,5580617894,47.1971269,8.4848331,Migros,supermarket,Steinhausen,Bahnhofstrasse,2,6312,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-17:00; PH off
node,5602979356,47.0550399,8.3435784,Migros,supermarket,Luzern,Würzenbachstrasse,19,6006,Mo-Th 10:00-18:30; Fr 10:00-20:00; Sa 10:00-16:00
node,5682293068,47.2293029,8.847136,Lidl,supermarket,Jona,Feldlistrasse,5,8645,Mo-Fr 07:30-20:00; Sa 07:30-18:00
node,5707236223,47.3369497,7.2459096,Denner,supermarket,Bassecourt,Rue de l’Abbé Monnin,20,2854,Mo-Fr 07:00-18:30; Sa 07:00-17:00
node,5718170409,47.556004,7.5734503,Migros,supermarket,Basel,Allschwilerstrasse,31,4055,Mo-Fr 08:00-19:00; Sa 07:30-18:00
node,5767577390,47.5347922,7.6415287,Coop,supermarket,Muttenz,Hofackerstrasse,30,4132,Mo-Fr 07:00-18:00; Sa 07:00-13:00; PH off
node,5791885768,47.3184585,8.5819748,Migros,supermarket,Küsnacht,Zürichstrasse,149,8700,Mo-Sa 07:30-20:00; PH off
node,5869402307,46.774599,9.2076589,Migros,supermarket,Ilanz,Poststrasse,4,7130,Mo-Fr 08:00-20:00; Sa 08:00-17:00
node,5876693156,46.7751282,9.1927694,Coop,supermarket,Ilanz/Glion,Via Crappa Grossa,24,7130,Mo-Fr 08:00-20:00; Sa 08:00-17:00
node,5887023529,47.320722,7.9069631,VOI Migros Partner,supermarket,Aarburg,Bahnhofstrasse,59,4663,"Mo-Fr 07:00-20:00, Sa 07:00-18:00"
node,5906141564,47.299368,9.0878696,Migros,supermarket,Wattwil,Bahnhofstrasse,19,9630,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,5965781853,47.6512181,8.8529556,Migros,supermarket,Stein am Rhein,Kaltenbacherstrasse,41,8260,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,6011935004,47.4128725,8.5470117,Coop,supermarket,Zürich,Andreasstrasse,5,8050,Mo-Fr 06:30-20:00; Sa 08:00-20:00
node,6016261985,47.3919927,8.0533673,Migros,supermarket,Aarau,Bahnhofplatz,3h,5000,"Mo-Fr 07:00-21:00; PH,Sa-Su 08:00-21:00"
node,6088196574,47.0490676,8.2623963,Migros,supermarket,Luzern,Luzernerstrasse,143,6014,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,6103925139,47.2729265,8.4472941,ALDI,supermarket,Affoltern am Albis,Industriestrasse,5,8910,Mo-Sa 07:30-20:00
node,6122906632,47.1589589,9.0444769,Denner,supermarket,Schänis,Oberdorf,14,8718,Mo-Sa 08:00-18:00
node,6212993943,47.3242002,8.4686424,Coop,supermarket,Bonstetten,Im Heumoos,25,8906,Mo-Fr 08:00-20:00; Sa 07:30-20:00
node,6218415208,46.8995337,7.0496124,Spar,supermarket,Avenches,Route de Salavaux,2,1580,7/7 08:00-19:00
node,6238261157,47.4132639,8.2668592,Migros,supermarket,Mellingen,Lenzburgerstrasse,50,5507,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,6255713897,46.8119875,9.3976796,Volg,supermarket,Bonaduz,Versamerstrasse,15,7402,Mo-Sa 06:00-21:00
node,6271321287,46.7001714,8.8421509,Coop,supermarket,Disentis/Mustér,Via Acletta,1,7180,Mo-Fr 08:00-19:00; Sa 08:00-17:00
node,6329023707,47.446636,7.6959082,Volg,supermarket,Lupsingen,Liestalerstrasse,24a,4419,"Mo-Fr 07:30-12:15, Mo-Fr 14:00-19:00, Sa 07:30-16:00"
node,6340161787,46.2235606,7.2955421,Coop,supermarket,Conthey,Rue de la Madeleine,2,1964,Mo-Th 08:30-18:30; Fr 08:30-21:00; Sa 08:00-17:00
node,6399981854,47.3315245,8.8076053,Denner,supermarket,Wetzikon (ZH),Bahnhofstrasse,255,8623,"Mo-Fr 08:00-18:30, Sa 08:00-17:00"
node,6408618764,47.5267259,8.9222307,Migros,supermarket,Matzingen,Frauenfelderstrasse,95,9548,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off"
node,6410200887,46.6873587,6.9082501,ALDI,supermarket,Romont FR,Route de l'Industrie,7,1680,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-16:00
node,6410203593,46.6925134,6.912314,Migros,supermarket,Romont (FR),Avenue de la Gare,7,1680,Mo-Th 07:00-19:00; Fr 07:00-21:00; Sa 07:00-16:00
node,6436889487,46.9398136,8.27091,VOI,supermarket,Alpnach Dorf,Brünigstrasse,29,6055,"Mo-Th 06:30-19:00, Fr 06:30-20:00, Sa 07:30-17:00; PH off"
node,6444727818,47.3071178,8.5903618,Migros,supermarket,Erlenbach,Bahnhofstrasse,42,8703,Mo-Sa 08:00-20:00; PH off
node,6445018241,47.368409,8.4630252,Migros,supermarket,Uitikon Waldegg,Zürcherstrasse,8,8142,Mo-Sa 08:00-20:00; PH off
node,6479033700,47.4051315,8.1729499,Lidl,supermarket,Niederlenz,Wildeggerstrasse,5,5702,Mo-Sa 07:30-20:00
node,6479074393,47.4007553,8.064905,Lidl,supermarket,Aarau,Neumattstrasse,13-17,5000,Mo-Sa 07:30-21:00
node,6498438957,47.0168295,7.4921404,Migros,supermarket,Schönbühl,Industriestrasse,10,3321,"Mo-Th 09:00-20:00, Fr 09:00-21:30, Sa 08:00-17:00; PH off"
node,6528175567,47.4007491,8.4348439,Migros,supermarket,Schlieren,Rietbachstrasse,14,8952,Mo-Sa 08:00-20:00; PH off
node,6541934447,46.9581546,7.4537816,Migros,supermarket,Bern,Breitenrainstrasse,11,3013,"Mo-Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,6549591104,47.3542256,9.1126996,Volg,supermarket,Oberhelfenschwil,Dorfstrasse,1,9621,"Mo-Fr 07:30-12:15, 14:00-19:00; Sa 07:30-17:00"
node,6564393269,47.1454577,7.2632254,VOI Migros Partner,supermarket,Biel/Bienne,Jakob-Stämpfli-Strasse,112,2502,Mo-Fr 07:30-19:00; Sa 08:00-17:00; PH off
node,6567435533,47.1636809,9.473328,Aldi,supermarket,Buchs (SG),Churerstrasse,12,9470,"Mo,Tu,Th 07:30-19:00; We,Fr 07:30-20:00; Sa 07:30-17:00"
node,6578079925,46.427245,6.2662481,Coop,supermarket,Gland,Allée du Communet,20,1196,"Mo-Fr 08:00-19:00, Sa 08:00-18:00"
node,6582034724,47.5223254,7.6949539,Denner,supermarket,Pratteln,Schlossstrasse,1,4133,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,6587016679,47.5805116,8.5133669,Migros,supermarket,Eglisau,Bauelenzelgstrasse,16,8193,Mo-Sa 08:00-20:00; PH off
node,6592859586,47.0012612,9.5573184,Volg,supermarket,Jenins,Kreuzgasse,10,7307,"Mo-Fr 07:30-12:15,15:00-19:00;Sa 07:30-16:00"
node,6605324537,47.1266014,7.2556651,Coop,supermarket,Biel/Bienne,Rue Alexander-Moser / Alexander-Moser-Strasse,81,2503,"Mo-Fr 07:00-19:00, Sa 07:00-17:00"
node,6620989547,47.477521,7.1508046,Volg,supermarket,Bonfol,Rue de la Vendline,83,2944,"Mo-Fr 06:00-18:30,; Sa 06:00-17:00"
node,6652920985,47.0436265,8.304805,Denner,supermarket,Luzern,Bundesstrasse,12,6003,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00
node,6684124871,46.3495431,8.9742313,ALDI,supermarket,Biasca,Via Bellinzona,49,6710,"Mo,Tu,We,Fr 07:30-19:00; Th 07:30-21:00; Sa 07:30-18:30; Su,PH off"
node,6688353408,47.1732982,8.518347200000001,Alnatura,supermarket,Zug,Baarerstrasse,22,6300,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off
node,6710832885,47.0543816,8.3084604,Alnatura,supermarket,Luzern,Hertensteinstrasse,40,6004,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off
node,6712081355,47.276806,7.3701198,Migros,supermarket,Moutier,Rue de l'Écluse,1,2740,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,6714871321,47.3065988,8.7574237,Migros,supermarket,Gossau (ZH),Im Zentrum,1,8625,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,6734792611,47.3953281,8.5183575,VOI Migros Partner,supermarket,Zürich,Hönggerstrasse,117,8037,"Mo-Fr 07:00-20:00, Sa 07:00-19:00; PH off"
node,6750927182,47.0276194,8.3009461,Migros,supermarket,Kriens,Am Mattenhof,2,6010,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 08:00-17:00; PH off"
node,6763613317,47.3497418,8.7158766,Alnatura,supermarket,Uster,Zürichstrasse,20,8610,Mo-Sa 08:00-20:00; PH off
node,6782767669,47.2163464,7.1833248,Rolog Krinner Cotub Titan Serac Molok,supermarket,Tavannes,La Combe,12,2710,24/7
node,6815640223,47.3325792,8.811601,Volg,supermarket,Wetzikon,Bahnhofstrasse,302,8623,Mo-Fr 06:00-20:00; Sa 06:00-18:00
node,6821809534,47.5466147,9.2976249,Migros,supermarket,Amriswil,Rütistrasse,10a,8580,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off"
node,6864319131,47.3782978,8.4939806,VOI Migros Partner,supermarket,Zürich,Albisriederstrasse,253,8047,Mo-Sa 07:00-20:00; PH off
node,6866569480,46.9679815,9.5632226,Denner,supermarket,Landquart,Kantonsstrasse,24,7302,Mo-Fr 08:00-19:00; Sa 08:00-17:00
node,6931278967,47.1878801,8.4777518,Lidl,supermarket,Cham,Hinterbergstrasse,19,6330,Mo-Th 07:30-19:00; Fr 07:30-21:00; Sa 07:30-17:00
node,6982801367,47.229771,8.8487477,Coop,supermarket,Jona,St. Gallerstrasse,120,8645,Mo-Th 09:00-19:00; Fr 09:00-20:00; Sa 08:00-17:00
node,6982916707,47.5816147,9.1687776,Denner,supermarket,Berg TG,Bahnhofstrasse,1,8572,"Mo-Fr 08:00-12:15,14:00-18:30, Sa 08:00-16:00"
node,6991730777,46.9008594,8.2487313,Lidl,supermarket,Sarnen,Pilatusstrasse,14b,6060,"Mo-Th 07:30-20:00, Fr 07:30-21:00, Sa 07:30-20:00"
node,7017965223,47.0885618,6.8020873,Coop,supermarket,La Chaux-de-Fonds,Boulevard des Eplatures,20,2300,Mo-Fr 08:00-19:00; Th 08:00-20:00; Sa 08:00-18:00
node,7051356516,46.4234821,8.1596145,Volg,supermarket,Bellwald,Bielweg,1,3997,Mo-Su 07:30-19:00
node,7085739339,47.3645244,8.5539732,Alnatura,supermarket,Zürich,Kreuzplatz,20,8008,Mo-Sa 08:00-20:00; PH off
node,7128726985,47.3924303,8.5155148,Lidl,supermarket,Zürich,Förrlibuckstrasse,62,8005,Mo-Sa 07:30-21:00
node,7191052477,47.3248295,8.203642,VOI Migros Partner,supermarket,Seengen,Unterdorfstrasse,7a,5707,Mo-Fr 07:30-19:30; Sa 07:30-18:00; PH off
node,7380954135,47.5173965,8.6498136,Migros,supermarket,Pfungen,Weiacherstrasse,1,8422,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,7389830921,46.8732428,8.650783,Denner,supermarket,Altdorf UR,Grundgasse,2,6460,Mo-Th 08:00-18:30; Fr 08:00-21:00; Sa 08:00-17:00
node,7390289540,47.0936014,8.3575307,Migros,supermarket,Ebikon,Ebisquare-Strasse,1,6030,"Mo-Th 09:00-19:00, Fr 09:00-21:00, Sa 08:00-17:00; PH off"
node,7390289541,47.0813405,8.3410776,Migros,supermarket,Ebikon,Zentralstrasse,16,6030,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off"
node,7390289542,47.1775933,8.5053769,Migros,supermarket,Zug,Hertizentrum,10,6300,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,7390289543,47.1757272,8.7130911,Migros,supermarket,Schindellegi,Pfäffikonerstrasse,19,8834,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,7390289544,46.8727406,8.651044,Migros,supermarket,Altdorf UR,Gotthardstrasse,67,6460,"Mo-Th 08:00-18:30, Fr 08:00-21:00, Sa 08:00-17:00"
node,7403555052,47.3857952,8.4924667,Denner,supermarket,Zürich,Badenerstrasse,621,8048,Mo-Sa 07:30-20:00
node,7418113614,47.4952268,8.758614099999999,Coop,supermarket,Winterthur,Rudolf-Diesel-Strasse,19,8404,Mo-Sa 08:00-20:00; PH off
node,7457739462,47.5395222,7.6039942,Migros,supermarket,Basel,Münchensteinerstrasse,200,4053,"Mo-Fr 09:00-20:00, Sa 08:00-18:00; PH off"
node,7483327233,47.3180504,7.8017601,Migros,supermarket,Egerkingen,Hausimollstrasse,1,4622,Mo-Fr 09:00-18:30; Th 09:00-21:00; Sa 08:00-18:00; PH off
node,7507371250,47.3847433,8.0895665,Migros,supermarket,Buchs AG,Bresteneggstrasse,9b,5033,"Mo-Fr 09:00-20:00, Sa 08:00-20:00; PH off"
node,7545142513,47.2696802,7.6924931,VOI Migros Partner,supermarket,Niederbipp,Wydenstrasse,9,4704,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00"
node,7545151159,47.3718349,7.9937767,VOI Migros Partner,supermarket,Niedergösgen,Aarestrasse,49,5013,"Mo-Fr 07:45-18:30, Sa 07:30-17:00; PH off"
node,7545166566,47.3987687,8.1768383,VOI Migros Partner,supermarket,Niederlenz,Lenzburgerstrasse,2,5702,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,7545229842,47.2132008,8.0946225,VOI,supermarket,Büron,Sagipark,7,6233,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,7545402814,47.3238339,8.548588,VOI Migros Partner,supermarket,Kilchberg,Bahnhofstrasse,3,8802,Mo-Sa 07:00-20:00; PH off
node,7545529110,46.8509431,7.5752386,VOI Migros Partner,supermarket,Wichtrach,Dorfplatz,1,3114,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
