type,id,lat,lon,brand,shop,city,street,housenumber,postcode,opening_hours
node,804534298,47.5671248,7.5948273,Denner,supermarket,Basel,Hammerstrasse,129,4057,Mo-Fr 08:00-19:00; Sa 07:30-18:00
node,831519655,46.9398302,7.7876463,Migros,supermarket,Langnau i. E.,Schlossstrasse,1a,3550,"Mo-We 08:00-19:00, Th 08:00-20:00, Fr 08:00-21:30, Sa 07:30-17:00; PH off"
node,831775970,47.3005016,8.3126826,Volg,supermarket,Boswil,Zentralstrasse,22,5623,Mo-Sa 06:00-20:00
node,833359581,46.7999002,6.7453686,Coop,supermarket,Yvonand,Grand'Rue,16,1462,Tu-Fr 07:30-18:30; Sa 07:30-17:00
node,840913865,46.5283611,8.610678,Coop,supermarket,Airolo,Via San Gottardo,41,6780,"Mo-Fr 08:00-12:30, 14:00-19:00; Sa 08:00-18:30"
node,841975023,47.3850141,8.4221039,Migros,supermarket,Urdorf,Birmensdorferstrasse,87,8902,Mo-Sa 08:00-20:00; PH off
node,847024491,46.5308968,6.6345902,Coop,supermarket,Lausanne,Avenue du Parc-de-la-Rouvraie,3,1018,Mo-Fr 07:30-19:00; Sa 07:30-18:00
node,862942472,47.0924335,9.0585806,ALDI,supermarket,Näfels,Oberdorf,54,8752,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,891896182,47.3508913,8.6431507,Migros,supermarket,Ebmatingen,Zürichstrasse,108,8123,Mo-Sa 08:00-20:00; PH off
node,898174751,47.346669,7.9094486,Migros,supermarket,Olten,Louis Giroud-Strasse,20,4600,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 08:00-18:00; PH off
node,903622917,46.7473993,7.625974,ALDI,supermarket,Thun,Frutigenstrasse,46C;46a,3600,Mo-Fr 08:00-20:00; Sa 08:00-17:00; Su off
node,910839781,46.3987905,8.1473797,Volg,supermarket,Ernen,Mühlebachstrasse,8,3995,Mo-Su 07:00-19:00
node,921188281,46.893384,7.4975955,Coop,supermarket,Belp,Schützenweg,3,3123,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00
node,922264343,46.1824564,6.1344159,Migros,supermarket,Carouge,Avenue Vibert,29,1227,"Mo-We, Fr 08:30-19:00; Sa 08:30-18:00; Th 08:30-20:00"
node,922783656,46.8966085,7.4931656,Migros,supermarket,Belp,Steinbachstrasse,28,3123,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,939538237,47.1825379,8.4612037,Migros,supermarket,Cham,Zugerstrasse,15-17,6330,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 07:30-17:00; PH off
node,956199310,47.4126594,9.1858853,Migros,supermarket,Flawil,Magdenauerstrasse,10,9230,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,958154999,47.2259117,8.8182095,Migros,supermarket,Rapperswil,Untere Bahnhofstrasse,19,8640,Mo-Fr 07:30-19:00; Sa 07:30-18:00; PH off
node,963198491,47.1381682,8.5793078,Migros,supermarket,Unterägeri,Zugerstrasse,32,6314,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,983971502,47.0498728,8.2602561,Migros,supermarket,Luzern,Fanghöfli,14,6014,"Mo-Fr 09:00-18:00, Sa 09:00-17:00; PH off"
node,995471959,47.3793846,8.5594679,Migros,supermarket,Zürich,Toblerstrasse,73,8044,Mo-Sa 07:30-20:00; PH off
node,1004502006,47.4028716,8.5465484,Spar,supermarket,Zürich,Schaffhauserstrasse,239,8057,Mo-Fr 07:00-21:00; Sa 07:00-21:00
node,1012741733,47.6481179,9.1759674,Migros,supermarket,Kreuzlingen,Hauptstrasse,63,8280,"Mo-Fr 07:30-19:00, Sa 07:30-18:00; PH off"
node,1022612040,46.9232213,7.4142401,Migros,supermarket,Köniz,Bläuacker,10,3098,"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,1027136881,47.4256283,8.4969763,Coop,supermarket,Zürich,Mühlackerstrasse,199,8046,Mo-Sa 08:00-20:00
node,1041063962,46.5139141,6.6471599,Coop,supermarket,Lausanne,Chemin des Faverges,15,1006,"Mo-Fr 07:30-19:00, Sa 07:30-18:00"
node,1044553874,47.2421864,8.6556101,Coop,supermarket,Au,Alte Landstrasse,26,8804,Mo-Sa 07:30-20:00
node,1052078781,47.4193147,8.5568084,ALDI,supermarket,Zürich,Schärenmoosstrasse,77,8052,Mo-Sa 07:30-20:00
node,1053855927,47.1733025,8.5171183,Denner,supermarket,Zug,Baarerstrasse,22,6300,Mo-Fr 08:00-19:00;Th 08:00-21:00;Sa 08:00-17:00;PH closed
node,1069059529,47.0461309,8.3072505,Migros,supermarket,Luzern,Winkelriedstrasse,58,6003,Mo-Fr 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00; PH off
node,1069059588,47.0465392,8.3068307,Coop,supermarket,Luzern,Winkelriedstrasse,56,6000,"Mo-We,Fr 07:00-19:00; Th 07:00-20:00; Sa 07:00-17:00; PH,Su off"
node,1072910460,47.4400546,8.2083483,Migros,supermarket,Lupfig,Flachsacherstrasse,17,5242,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,1080559663,47.0767246,8.3007278,Spar,supermarket,Emmen,Seetalstrasse,98,6032,"Mo,Tu,Th 07:00-18:30; We 07:00-19:30; Sa 07:00-16:00"
node,1083855663,47.019095,8.309215,Migros,supermarket,Horw,Gemeindehausplatz,14-15,6048,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,1100335848,47.3374585,8.474882,Volg,supermarket,Wettswil,Kirchgasse,2,8907,Mo-Sa 06:30-20:00
node,1107499836,47.3109533,8.2511027,Volg,supermarket,Sarmenstorf,Im Zentrum,1e,5614,Mo-Fr 07:00-19:00; Sa 07:00-17:00
node,1120204904,47.5706583,9.365415,ALDI,supermarket,Romanshorn,Sonnenstrasse,9,8590,Mo-Sa 07:30-20:00
node,1139385119,47.1752994,8.6654156,Volg,supermarket,Hütten,Dorfstrasse,26,8825,"Mo-Fr 07:30-12:15, 14:00-19:00; Sa 07:30-14:00"
node,1142280066,47.1135161,7.8401905,Migros,supermarket,Huttwil,Bernstrasse,6,4950,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,1145599864,47.0737083,8.2922426,Migros,supermarket,Emmenbrücke,Seetalstrasse,50,6020,"Mo-Th 09:00-19:00, Fr 09:00-21:00, Sa 08:00-17:00; PH off"
node,1151988853,46.9739266,8.4216419,Spar,supermarket,Buochs,Beckenriederstrasse,5,6374,Mo-Fr 07:30-19:00; Sa 07:30-17:00; Su 08:00-13:00
node,1151988887,46.9668962,8.4738582,Volg,supermarket,Beckenried,Kirchweg,10,6375,Mo-Sa 06:00-20:00; Su 08:00-18:00
node,1156328601,47.093926,8.2690493,Denner,supermarket,Rothenburg,Stationsstrasse,9,6023,Mo-Sa 08:00-18:30
node,1165255718,47.416306,8.1665132,Migros,supermarket,Wildegg,Bruggerstrasse,11c,5103,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,1168833492,47.5469654,7.5643633,Migros,supermarket,Basel,Neuweilerplatz,7,4054,Mo-Fr 08:00-19:00; Sa 08:00-18:00; PH off
node,1191792633,47.0898165,8.2738856,Migros,supermarket,Emmenbrücke,Kapfstrasse,3,6020,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,1201325118,47.015424,7.4841326,Denner,supermarket,Moosseedorf,Sandstrasse,11a,3302,"Mo-Fr 08:00-12:30,14:00-19:00; Sa 08:00-17:00; Su,PH off"
node,1234617599,47.4804478,8.4643849,Migros,supermarket,Dielsdorf,Ruchwiesenstrasse,2,8175,Mo-Sa 08:00-20:00; PH off
node,1249802351,47.4929891,8.1878848,Volg,supermarket,Riniken,Hirschenstrasse,4,5223,"Mo-Fr 07:00-12:15,14:00-19:00; Sa 07:00-16:00"
node,1254632070,47.0374219,8.3282536,Migros,supermarket,Luzern,Langensandstrasse,23,6005,"Mo-Th 08:30-19:00, Fr 08:30-21:00, Sa 08:00-17:00; PH off"
node,1260438019,46.7063626,8.5993856,Volg,supermarket,Wassen,Gotthardstrasse,42,6484,"Mo-Fr 06:30-18:30; Sa 06:30-17:00; Su,PH off"
node,1263651484,47.484908,7.5476011,Migros,supermarket,Ettingen,Therwilerstrasse,9,4107,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,1278535198,47.1413116,8.4287189,Migros,supermarket,Rotkreuz,Buonaserstrasse,1,6343,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,1287226888,47.0787878,7.3039734,Migros,supermarket,Lyss,Steinweg,28,3250,Mo-We 8:00-19:00; Th 8:00-20:00; Fr 8:00-21:00; Sa 7:30-17:00
node,1287601534,47.3986111,8.4593802,ALDI,supermarket,Schlieren,Wagistrasse,20,8952,Mo-Fr 09:00-20:00; Sa 09:00-18:00
node,1289493510,46.9226841,7.414845,ALDI,supermarket,Köniz,Stapfenstrasse,4,3098,Mo-Fr 08:00-20:00; Sa 08:00-17:00
node,1300463358,47.3970551,8.4490051,Coop,supermarket,Schlieren,Zürcherstrasse,6,8952,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,1300703154,47.556334,7.8467796,Migros,supermarket,Möhlin,Hauptstrasse,91,4313,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,1301279165,47.3968583,8.4490817,Denner,supermarket,Schlieren,Uitikonerstrasse,9,8952,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,1305642720,47.46598,8.3273545,Aldi,supermarket,Wettingen,Landstrasse,99,5430,08:00-20:00; Sa 08:00-18:00; Su off
node,1311513812,47.4453371,8.3569372,Landi,supermarket,Würenlos,Grosszelgstrasse,18,5436,Mo-Fr 08:00-19:00; Sa 08:00-16:30; Su closed
node,1322305936,47.5452203,7.5887101999999995,Coop,supermarket,Basel,Güterstrasse,125,4053,Mo-Sa 07:00-22:00
node,1328399518,47.3444645,8.5307182,Denner,supermarket,Zürich,Etzelstrasse,6,8038,Mo-Sa 08:00-20:00
node,1328945987,47.485289,8.7627422,Migros,supermarket,Winterthur,Hinterdorfstrasse,40,8405,"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 08:00-18:00; PH off"
node,1334477909,47.0605745,8.3155116,Migros,supermarket,Luzern,Mettenwylstrasse,2,6006,"Mo-Fr 08:00-12:15,13:30-19:00, Sa 08:00-17:00; PH off"
node,1340164438,46.832144,7.0651572,Denner,supermarket,Grolley,Rue du Centre,9,1772,"Mo-Fr 07:00-12:15,13:30-19:00; Sa 07:30-16:00; Su 08:00-12:00"
node,1347029585,47.1918481,8.721596,Migros,supermarket,Wollerau,Roosstrasse,23,8832,Mo-Sa 07:30-20:00; PH off
node,1349203126,47.3497143,8.7084917,Volg,supermarket,Uster,Krämerackerstrasse,22,8610,Mo-Fr 07:00-19:00; Sa 07:00-16:00
node,1351032263,47.0505994,8.2993724,Migros,supermarket,Luzern,Bruchstrasse,18,6003,Mo-Fr 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00; PH off
node,1360452533,47.296677,8.2265203,Volg,supermarket,Meisterschwanden,Hauptstrasse,37,5616,Mo-Sa 06:00-20:00; Su 08:00-20:00
node,1362066985,47.2293522,8.8210549,Migros,supermarket,Rapperswil,Zürcherstrasse,4,8640,"Mo-Fr 09:00-20:00, Sa 09:00-18:00; PH off"
node,1365283471,47.4501609,9.6504457,Migros,supermarket,St. Margrethen SG,Neudorfstrasse,60,9430,"Mo-Th 09:00-19:00, Fr 09:00-21:00, Sa 09:00-17:00; PH off"
node,1369379077,47.0616861,8.274562,Migros,supermarket,Luzern,Ruopigenplatz,20,6015,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,1370921194,47.4120314,8.6192722,Migros-Outlet,supermarket,Dietlikon,Industriestrasse,31,8305,"Mo-Fr 09:00-19:00, Sa 08:00-18:00; PH off"
node,1409406549,47.3592095,8.5856168,Migros,supermarket,Zürich,Witikonerstrasse,293,8053,Mo-Sa 08:00-20:00; PH off
node,1410077849,46.9487883,8.0153395,Migros,supermarket,Schüpfheim,Vormüli,1,6170,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,1411316292,47.0838219,8.441276,Migros,supermarket,Küssnacht am Rigi,Siegwartstrasse,11,6403,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off"
node,1422052366,46.8762776,7.6212317,Migros,supermarket,Konolfingen,Thunstrasse,21,3510,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-17:00; PH off"
node,1423972051,46.5286424,6.5918877,Aldi,supermarket,Renens,Avenue de Longemalle,1,1020,Mo-Fr 07:30-19:00; Sa 07:30-17:00
node,1435694226,47.6552302,9.1642088,ALDI,supermarket,Kreuzlingen,Tägerwilerstrasse,2,8280,Mo-Sa 07:30-20:00
node,1435851429,47.5849461,7.6507584,Coop,supermarket,Riehen,Schmiedgasse,7/9,4125,Mo-Fr 07:00-19:00; Sa 07:30-18:00
node,1435927404,47.3166352,9.2819007,Coop,supermarket,Urnäsch,Schwägalpstrasse,1,9107,Mo-Fr 07:30-19:00;Sa 07:30-17:00
node,1454517274,47.7202328,8.6637223,Migros,supermarket,Schaffhausen,Stüdliackerstrasse,4,8207,"Mo-Fr 09:00-20:00, Sa 08:00-18:00; PH off"
node,1462150714,46.5278534,6.6160481,Migros,supermarket,Lausanne,Avenue d'Echallens,63,1004,Sa 07:30-18:00; Mo-Fr 07:30-19:00
node,1464394058,47.2599025,8.8532211,Denner,supermarket,Rüti (ZH),Dorfstrasse,44,8630,Mo-Sa 07:30-21:00
node,1490586102,47.0887222,7.5812188,Migros,supermarket,Kirchberg BE,Solothurnstrasse,17,3422,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,1492836188,47.5126166,9.4324736,Migros,supermarket,Arbon,St. Gallerstrasse,6,9320,"Mo-Th 07:00-19:00, Fr 07:00-20:00, Sa 07:00-18:00; PH off"
node,1513116290,47.5690817,7.5905738,Coop,supermarket,Basel,Klybeckstrasse,142,4057,Mo-Fr 07:30-20:00; Sa 07:30-18:00
node,1517003750,47.1871962,8.4757328,ALDI,supermarket,Cham,Alte Steinhauserstrasse,10,6330,Mo-Th 07:30-19:00; Fr 07:30-21:00; Sa 07:30-17:00; PH off
node,1519474175,47.4851713,8.7631961,Denner,supermarket,Winterthur,Hinterdorfstrasse,40,8405,Mo-We 08:30-19:00; Th-Fr 08:30-20:00; Sa 08:00-18:00
node,1535109062,47.5024467,7.7251961,Migros,supermarket,Füllinsdorf,Ergolzstrasse,2,4414,Mo-Sa 08:00-20:00; PH off
node,1560009340,46.8968476,8.2498547,Migros,supermarket,Sarnen,Nelkenstrasse,5,6060,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,1575842960,46.9999926,8.6087819,Migros,supermarket,Brunnen,Bahnhofplatz,19,6440,"Mo-Fr 08:00-19:00, Sa 08:00-17:00"
node,1578335949,47.5391581,8.0453917,Volg,supermarket,Kaisten,Dorfstrasse,15,5082,Mo-Sa 06:00-21:00
node,1598176928,47.5435533,7.5921791,Migros,supermarket,Basel,Güterstrasse,180,4053,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off"
node,1598950812,47.5554994,7.6242091,Migros,supermarket,Birsfelden,Chrischonastrasse,2,4127,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off"
node,1598954903,47.55521,7.6138463,Coop,supermarket,Basel,Farnsburgerstrasse,37,4052,Mo-Fr 07:30-20:00; Sa 07:30-18:00
node,1606211122,47.4362085,8.2899101,Migros,supermarket,Fislisbach,Badenerstrasse,7d,5442,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,1608543461,47.3112966,8.5249665,Migros,supermarket,Adliswil,Albisstrasse,10,8134,Mo-Sa 08:00-20:00; PH off
node,1608543477,47.3123405,8.5243839,Denner,supermarket,Adliswil,Florastrasse,10,8134,Mo-Sa 07:00-20:00; Su 08:00-18:00
node,1611482000,46.9777078,8.4152878,Migros,supermarket,Buochs,Ennetbürgerstrasse,45,6374,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off"
node,1613212195,47.3498922,7.8986189,Migros,supermarket,Olten,Solothurnerstrasse,21,4600,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 08:00-18:00; PH off
node,1631232337,47.3828706,7.9476765,Migros,supermarket,Lostorf,Hauptstrasse,20,4654,"Mo-Fr 08:00-18:30, Sa 08:00-17:00; PH off"
node,1635306340,47.1753504,8.900457,VOI,supermarket,Siebnen,Glarnerstrasse,36,8854,Mo-Sa 07:30-20:00; PH off
node,1640255398,46.4848816,7.5618229,Volg,supermarket,Adelboden,Bodenstrasse,38,3715,"Mo-Fr 07:00-12:15,13:30-18:30; Tu 07:00-12:15; Sa 07:00-17:00"
node,1647190952,47.5338528,7.6335935,Migros,supermarket,Muttenz,Lutzertstrasse,40,4132,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off"
node,1654123463,47.5531289,7.5503002,Migros,supermarket,Allschwil,Baslerstrasse,191,4123,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off"
node,1654126652,47.5514531,7.5381559,Coop,supermarket,Allschwil,Baslerstrasse,28,4123,Mo-Fr 07:30-19:00; Sa 07:30-18:00
node,1668864828,47.56926,7.5964884,Migros,supermarket,Basel,Efringerstrasse,32,4057,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off"
node,1675844179,47.3915068,8.0445514,Denner,supermarket,Aarau,Ziegelrain,1,5000,"Mo-We, Fr 08:00-19:00; Th 08:00-20:00; Sa 08:00-18:00"
node,1676132716,47.5081087,8.0191736,Migros,supermarket,Frick,Hauptstrasse,44,5070,"Mo-Fr 08:00-20:00, Sa 07:30-18:00; PH off"
node,1693414693,47.342789,8.483055,Coop,supermarket,Stallikon,Sellenbüren,61,8143,Mo-Fr 08:00-19:30;Sa 07:30-17:00
node,1702309786,47.3692207,8.5029311,Denner,supermarket,Zürich,Birmensdorferstrasse,406,8055,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,1702309790,47.3702412,8.5084445,Migros,supermarket,Zürich,Birmensdorferstrasse,320,8055,Mo-Sa 08:00-20:00; PH off
node,1702309814,47.370239,8.508715,Denner,supermarket,Zürich,Birmensdorferstrasse,320,8055,Mo-Sa 08:00-20:00
node,1716179686,47.4086853,8.5961649,Migros,supermarket,Wallisellen,Neue Winterthurerstrasse,99,8301,Mo-Sa 09:00-20:00; PH off
node,1722681316,46.9393448,7.3899387,Migros,supermarket,Bern,Bottigenstrasse,7,3018,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,1733852562,47.4508486,8.5817962,Migros,supermarket,Kloten,Kirchgasse,5,8302,Mo-Sa 08:00-20:00; PH off
node,1738448253,47.5413237,7.5744326,Migros,supermarket,Binningen,Hauptstrasse,71,4102,"Mo-Fr 08:00-19:00, Sa 07:30-18:00; PH off"
node,1739677580,46.9842701,8.3115307,Migros,supermarket,Hergiswil NW,Seestrasse,15,6052,Mo-Fr 07:30-19:00; Sa 07:30-18:00; PH off
node,1739678692,46.9859583,8.3114928,Coop,supermarket,Hergiswil NW,Landweg,2,6052,Mo-Fr 07:30-20:00; Sa 08:00-18:00
node,1756956245,47.3702516,8.5371556,Coop,supermarket,Zürich,Bärengasse,16,8001,Mo-Fr 07:00-20:00; Sa 07:00-17:00
node,1768874527,47.3135644,8.9142536,Volg,supermarket,Gibswil,Tösstalstrasse,466,8498,Mo-Sa 06:30-19:30
node,1774376850,47.0936368,9.0595708,Migros,supermarket,Näfels,Oberdorf,44,8752,Mo-Sa 08:00-20:00; PH off
node,1781699424,47.4242927,9.3743594,Coop,supermarket,Sankt Gallen,Neugasse,48,9000,"Mo-We, Fr 07:00-19:00; Th 07:00-20:00; Sa 07:00-18:00"
node,1805821597,46.9742613,7.4851349,Migros,supermarket,Ittigen,Talweg,6,3063,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-17:00; PH off"
node,1825830257,47.4839643,7.7351577,Coop,supermarket,Liestal,Rathausstrasse,45,4410,Mo-Sa 08:00-19:00
node,1829792548,47.1830183,7.9814026,Landi,supermarket,Schötz,Schürmatt,3,6247,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00; PH off
node,1830151553,47.2144731,7.7841206,Migros,supermarket,Langenthal,Wiesenstrasse,28,4900,"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,1831310604,47.2353206,8.6375562,Migros,supermarket,Wädenswil,Rütistrasse,1,8820,Mo-Sa 08:00-19:00
node,1835590613,47.4038519,8.4974554,Migros,supermarket,Zürich,Regensdorferstrasse,20,8049,Mo-Sa 08:00-20:00; PH off
node,1841363712,47.4341523,8.5676371,Migros,supermarket,Glattbrugg,Wallisellerstrasse,8,8152,Mo-Sa 07:30-20:00; PH off
node,1841821791,47.0313468,8.3046528,Migros,supermarket,Luzern,Zihlmattweg,46,6005,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,1845291678,47.190721,8.395948,Coop,supermarket,Sins,Luzernerstrasse,3,5643,Mo-Sa 07:30-20:00
node,1853993498,46.9323589,8.3906711,Volg,supermarket,Dallenwil,Stettlistrasse,11,6383,Mo-Sa 06:00-20:00; Su 08:00-18:00
node,1873142600,47.4504741,8.5381901,Aldi,supermarket,Rümlang,Hofwisenstrasse,42,8153,"Mo,Sa 07:30-20:00, Th 07:30-21:00, Tu,We 08:00-20:00, Fr 08:00-21:00"
node,1873142602,47.4507281,8.5374676,Migros,supermarket,Rümlang,Hofwisenstrasse,40a,8153,Mo-Sa 08:00-20:00; PH off
node,1884043282,46.8991663,7.661518,Volg,supermarket,Zäziwil,Thunstrasse,17,3532,Mo-Fr 06:00-20:00; Sa 07:00-17:00
node,1925758931,47.3707927,8.5158561,Coop,supermarket,Zürich,Birmensdorferstrasse,200,8003,Mo-Sa 07:30-21:00
node,1928241055,47.0288451,7.7465131,VOI,supermarket,Sumiswald,Spitalstrasse,10,3454,"Mo-Fr 07:30-19:00, Sa 07:30-17:00"
node,1936519335,46.1916389,6.1446885,Lidl,supermarket,Genève,Rue Prévost-Martin,61,1205,Mo-We 08:00-19:00; Th 08:00-21:00; Fr 08:00-19:30; Sa 08:00-18:00
node,1936565084,46.1931038,6.1435867,Migros,supermarket,Genève,Rue de Carouge,64,1205,Mo-We 08:00-19:00; Th-Fr 08:00-19:30; Sa 08:00-18:00
node,1939422056,46.8037059,7.1504196,Coop,supermarket,Fribourg,Rue Louis-d'Affry,4,1700,Mo-Sa 06:00-21:00; Su 07:00-19:00
node,1946649220,46.3187924,6.9620194,Lidl,supermarket,Aigle,Chemin de la Zima,5,1860,"Mo-Th 07:30-18:30; Fr 07:30-21:00; Sa 07:30-17:00; Su,PH off"
node,1951773716,46.1834404,6.1410491,Migros,supermarket,Carouge,Rue du Marché,16,1227,Mo-We 07:30-19:00; Th 07:30-20:00; Fr 07:30-19:30; Sa 07:30-18:00; Su off
node,1982799911,47.3615272,7.9002786,Coop,supermarket,Trimbach,Winznauerstrasse,5,4632,Mo-Fr 07:30-18:30; Sa 07:30-18:00
node,1982800776,47.3623825,7.8988142,VOI Migros Partner,supermarket,Trimbach,Chäppeligass,5,4632,"Mo-Fr 08:00-18:30, Sa 07:30-18:00; PH off"
node,1989668103,47.2004223,8.7932039,Migros,supermarket,Pfäffikon,Gwattstrasse,11,8808,"Mo-Fr 09:00-21:00, Sa 08:00-18:00; PH off"
node,2015282784,46.9024182,7.355913,Landi,supermarket,Thörishaus,Freiburgstrasse,888,3174,"Mo-Fr 08:00-12:00, 13:15-18:00; Sa 08:00-16:00"
node,2026453690,47.0405887,9.071002,Migros,supermarket,Glarus,Schweizerhofstrasse,6,8750,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,2029777183,47.4284996,8.5638978,Coop,supermarket,Glattbrugg,Talackerstrasse,68,8152,Mo-Sa 07:00-20:00
node,2029780256,47.4306614,8.5600017,Coop,supermarket,Glattbrugg,Europastrasse,4,8152,Mo-Fr 06:30-21:00; Sa 08:00-20:00
node,2045161980,47.5642867,9.3668176,Migros,supermarket,Romanshorn,Bahnhofstrasse,54a,8590,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,2065517375,47.7488071,8.7066278,Migros,supermarket,Thayngen,Biberstrasse,30,8240,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,2076304484,47.0905081,9.34507,Coop,supermarket,Flums,Marktstrasse,21,8890,Mo-Fr 08:00-19:00; Sa 07:30-18:00
node,2076304500,47.0969482,9.3547555,Lidl,supermarket,Flums,Lochrietstrasse,29,8890,"Mo-We, Fr 07:30-20:00; Th 07:30-21:00; Sa 07:30-18:00"
node,2077989547,47.2721282,8.3420052,Migros,supermarket,Muri AG,Kirchfeldstrasse,8,5630,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-18:00; PH off"
node,2078772343,47.4561995,8.439926700000001,VOI,supermarket,Buchs ZH,Meierwiesenstrasse,20,8107,"Mo-Fr 06:15-19:00, Sa 07:30-18:00; PH off"
node,2078966780,47.0883439,8.1126209,Denner,supermarket,Ruswil,Rüediswilerstrasse,79,6017,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,2078966782,47.0882122,8.1128659,Migros,supermarket,Ruswil,Rüediswilerstrasse,79,6017,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,2081034362,47.2915021,7.9422753,Migros,supermarket,Zofingen,Aarburgerstrasse,5,4800,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-20:00; PH off"
node,2090983741,47.16526,8.5151339,Migros,supermarket,Zug,Grabenstrasse,5,6300,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,2095618278,47.4388833,9.5363312,Migros,supermarket,Heiden,Sonnentalstrasse,2,9410,Mo-Fr 07:30-19:00; Sa 07:30-18:00; Su off
node,2101891421,46.6235066,8.0389416,VOI Migros Partner,supermarket,Grindelwald,Dorfstrasse,155,3818,"Mo-Fr 08:00-12:30,14:00-19:00, Sa 08:00-19:00, Su 10:00-19:00"
node,2102717803,47.6017772,8.6885448,Migros,supermarket,Kleinandelfingen,Weinlandstrasse,4,8451,Mo-Fr 08:00-20:00; Sa 08:00-19:00; PH off
node,2105814888,47.5573491,7.5748998,ALDI,supermarket,Basel,Türkheimerstrasse,4-6,4055,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,2118018216,47.1919808,8.8297452,Denner,supermarket,Altendorf,Dorfplatz,2,8852,"Mo-Fr 07:00-12:00,14:00-18:30; Sa 07:00-16:00"
node,2119357764,47.281642,8.620059,Volg,supermarket,Feldmeilen,Bünishoferstrasse,152,8706,"Mo-Fr 08:00-12:30,14:30-18:30; Sa 08:00-16:00"
node,2130863933,46.4691957,8.2417974,Volg,supermarket,Reckingen,Furkastrasse,452,3998,06:00-19:00
node,2135356800,47.4813549,7.7308043,Volg,supermarket,Liestal,Oristalstrasse,28,4410,Mo-Sa 06:00-22:00
node,2177181921,46.7830515,9.684805,Coop,supermarket,Arosa,Poststrasse,16,7050,Mo-Sa 08:00-19:00; Su 09:00-18:00
