web-scraper-order,web-scraper-start-url,is_eventgruppe,day,name,full_date,location
"1699912011-224","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Familienworkshops: «Schmatz, würg, pups und kack – vom Fressen und Verwerten im Tierreich» Verdauen","Sonntag, 03. Dezember, 14:00","Zoologisches und Paläontologisches Museum der Universität Zürich, Zürich (CH)"
"1699912011-225","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","26","Götterdämmerung","5 Events","Opernhaus | Studiobühne, Zürich (CH)"
"1699912011-226","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Kids Disco am ILLUMINARIUM","Sonntag, 03. Dezember, 15:00","Schweizerisches Nationalmuseum Landesmuseum Zürich | Innenhof, Zürich (CH)"
"1699912011-227","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Wilhemine will nicht mehr","Sonntag, 03. Dezember, 15:00","GZ Witikon, Zürich (CH)"
"1699912011-228","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Sternenlicht und Sternenklang","Sonntag, 03. Dezember, 15:00","Kunsthaus Zürich, Zürich (CH)"
"1699912011-229","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24 - 28","Casablanca","3 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-230","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","3 - 13","Wandelhaus - die Reise in der Schneewolke","5 Events","Theater Purpur, Zürich (CH)"
"1699912011-231","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Workshop zu alternativen Beziehungsformen / Polyamorie","Sonntag, 03. Dezember, 16:00","Das Gleis, Zürich (CH)"
"1699912011-232","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Old-Time Jam","Sonntag, 03. Dezember, 16:00","Galotti, Zürich (CH)"
"1699912011-233","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Leichte Sprache","Sonntag, 03. Dezember, 16:00","Nordflügel, Zürich (CH)"
"1699912011-234","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","TEA - a day dance","Sonntag, 03. Dezember, 16:00","Laborbar, Zürich (CH)"
"1699912011-235","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","TRIBAL experience","Sonntag, 03. Dezember, 16:30","Kraftwerk, Zürich (CH)"
"1699912011-236","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Songs into the Light","Sonntag, 03. Dezember, 17:00","Neue ref. Kirche Albisrieden, Zürich (CH)"
"1699912011-237","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Mette Rasmussen (sax)","Sonntag, 03. Dezember, 17:00","Sogar Theater, Zürich (CH)"
"1699912011-238","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Adventskonzert","Sonntag, 03. Dezember, 17:00","Kirche Glaubten, Zürich (CH)"
"1699912011-239","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Alpechrüterchili Trio","Sonntag, 03. Dezember, 17:00","Kanzlei Club, Zürich (CH)"
"1699912011-240","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Rina Jost - Weg","Sonntag, 03. Dezember, 17:00","Sofalesung, Zürich (CH)"
"1699912011-241","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","31","Zürichs größtes Speed Dating","4 Events","Diverse Orte, Zürich (CH)"
"1699912011-242","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","3","Geschichte Schweiz - Überblicksführung","2 Events","Landesmuseum Zürich, Zürich (CH)"
"1699912011-243","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","3 - 27","Otto e mezzo","3 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-244","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","The English Advanced Improv Class on stage","Sonntag, 03. Dezember, 18:00","Theater im Zollhaus, Zürich (CH)"
"1699912011-245","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Konzert von Mirame & Farah Erfani","Sonntag, 03. Dezember, 19:00","Amboss Rampe, Zürich (CH)"
"1699912011-246","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","The Casualties - Live Zürich","Sonntag, 03. Dezember, 19:00","Jugendkulturhaus Dynamo, Zürich (CH)"
"1699912011-247","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Daniel Schreiber - Die Zeit der Verluste","Sonntag, 03. Dezember, 20:00","Kaufleuten Club, Zürich (CH)"
"1699912011-248","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","3","Hotel & Gastro Party","Sonntag, 03. Dezember, 23:00","Mascotte, Zürich (CH)"
"1699912011-249","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Velowerkstatt","11 Events","GZ Bachwiesen, Zürich (CH)"
"1699912011-250","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","HAPPY  HOUR im Uhrenmuseum Beyer","Montag, 04. Dezember, 17:30","Uhrenmuseum Beyer, Zürich (CH)"
"1699912011-251","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","WOW - öffentliche Führungen","Montag, 04. Dezember, 18:15","Wow Museum - Room for Illusions, Zürich (CH)"
"1699912011-252","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","18","Probestunde Orientalischer Tanz Montagabend Mittelstufe","4 Events","GZ Buchegg, Zürich (CH)"
"1699912011-253","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","16 - 4","A New Leaf (A New Leaf)","3 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-254","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Wonk Unit (GB) / The Sensitives (SWE)","Montag, 04. Dezember, 19:00","Dynamo, Zürich (CH)"
"1699912011-255","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Skindred (GB)","Montag, 04. Dezember, 19:00","Dynamo, Zürich (CH)"
"1699912011-256","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Zürcher Werkstattgespräch","Montag, 04. Dezember, 19:00","Literaturhaus, Zürich (CH)"
"1699912011-257","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","4 - 22","Deep Dive Experience @Lichthalle Maag","2 Events","Lichthalle MAAG, Zürich (CH)"
"1699912011-258","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Geschafft, Sonne","Montag, 04. Dezember, 19:00","Sogar Theater, Zürich (CH)"
"1699912011-259","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Openspace Boxtraining","11 Events","Boxkeller Zürich, Zürich (CH)"
"1699912011-260","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","28 - 19","Nightmär-chen für Erwachsene «Schneewittchen & die 7 Zwerge»","7 Events","Theater am Hechtplatz, Zürich (CH)"
"1699912011-261","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Malaika Theater-Aufführung im Bernhard Theater","Montag, 04. Dezember, 19:30","Bernhard Theater, Zürich (CH)"
"1699912011-262","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","25","Lounge - Salsa Party","6 Events","Salsarica, Zürich (CH)"
"1699912011-263","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Lutz Jäncke - Von der Steinzeit ins Internet","Montag, 04. Dezember, 19:30","Theater Stok, Zürich (CH)"
"1699912011-264","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Don't touch!","Montag, 04. Dezember, 19:30","Bernhard Theater, Zürich (CH)"
"1699912011-265","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","J.S. Bach pur mit Sir András Schiff","Montag, 04. Dezember, 19:30","Tonhalle | Grosse Tonhalle, Zürich (CH)"
"1699912011-266","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","MONTAGS 992 - NIK BÄRTSCH'S RONIN","Montag, 04. Dezember, 20:00","EXIL, Zürich (CH)"
"1699912011-267","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Blumengarten (D)","Montag, 04. Dezember, 20:00","Papiersaal, Zürich (CH)"
"1699912011-268","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Monika Helfer - Die Jungfrau","Montag, 04. Dezember, 20:00","Kaufleuten | Festsaal, Zürich (CH)"
"1699912011-269","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Loreen (SWE)","Montag, 04. Dezember, 20:00","X-TRA, Zürich (CH)"
"1699912011-270","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","4","Trio From Hell","Montag, 04. Dezember, 20:20","El Lokal, Zürich (CH)"
"1699912011-271","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","18 - 4","Some Like It Hot","2 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-272","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Tanzcafi Züri","Dienstag, 05. Dezember, 14:30","Miller's Studio, Zürich (CH)"
"1699912011-273","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Crashkurs: Wie bitte, zeitgenössische Kunst?","Dienstag, 05. Dezember, 17:30","Helmhaus, Zürich (CH)"
"1699912011-274","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","5 - 11","Wolken Sammeln. Himmelsbeute auf Papier","87 Events","Graphische Sammlung der ETH, Zürich (CH)"
"1699912011-275","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","5 - 7","Umberto D.","2 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-276","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","1848 Frühling der Revolution","Dienstag, 05. Dezember, 18:30","Schweizerisches Nationalmuseum Landesmuseum Zürich | Auditorium, Zürich (CH)"
"1699912011-277","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Life drawing at Sihl13","Dienstag, 05. Dezember, 19:00","Sihl13, Zürich (CH)"
"1699912011-278","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","2","Walkways","5 Events","Opernhaus | Studiobühne, Zürich (CH)"
"1699912011-279","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Kuschelabend für alle","Dienstag, 05. Dezember, 19:00","Bodywork Center, Engweg 3, 8006 Zürich, Zürich (CH)"
"1699912011-280","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Oerlikon Comedy mit Joël von Mutzenbecher, Leila Ladari & ..","Dienstag, 05. Dezember, 19:30","ExKinoBar, Zürich (CH)"
"1699912011-281","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","ZauBerhaft","Dienstag, 05. Dezember, 19:30","Cantaleum Zürich, Zürich (CH)"
"1699912011-282","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Hope und Isserlis","Dienstag, 05. Dezember, 19:30","Tonhalle Zürich, Zürich (CH)"
"1699912011-283","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Film Screening "" The Meaningless Pursuit of Snow""","Dienstag, 05. Dezember, 20:00","Kino Riffraff, Zürich (CH)"
"1699912011-284","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Traktanden nach Noten - eine amtliche Revue","Dienstag, 05. Dezember, 20:00","Theater Rigiblick, Zürich (CH)"
"1699912011-285","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","5 - 28","Liebes Arschloch","7 Events","Schauspielhaus Pfauen | Kammer, Zürich (CH)"
"1699912011-286","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","Charles Nguela - R.E.S.P.E.C.T.","Dienstag, 05. Dezember, 20:00","Bernhard Theater, Zürich (CH)"
"1699912011-287","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","5","The Brand New Heavies","Dienstag, 05. Dezember, 20:00","Kaufleuten Club, Zürich (CH)"
"1699912011-288","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","20","Orgelmusik am Morgen","6 Events","Kirche Fraumünster, Zürich (CH)"
"1699912011-289","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","6 - 7","Die Besten in Architektur, Landschaft und Design","29 Events","Museum für Gestaltung Zürich, Zürich (CH)"
"1699912011-290","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Ich steh' an deiner Krippe","Mittwoch, 06. Dezember, 10:00","Zoo Zürich, Zürich (CH)"
"1699912011-291","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Winter-Atelier","Mittwoch, 06. Dezember, 13:30","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)"
"1699912011-292","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","<p>«Wie möchtest Du im Museum präsentiert sein?»</p>","Mittwoch, 06. Dezember, 15:00","Völkerkundemuseum Universität Zürich, Zürich (CH)"
"1699912011-293","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","15 - 20","Das Kunsthaus hört zu","6 Events","Kunsthaus Zürich, Zürich (CH)"
"1699912011-294","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Samichlaus","Mittwoch, 06. Dezember, 16:30","PBZ Schütze, Zürich (CH)"
"1699912011-295","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Samichlaus","Mittwoch, 06. Dezember, 17:00","GZ Heuried - Zürcher Gemeindschaftszentrum, Zürich (CH)"
"1699912011-296","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Laternenführung «Weihnachten & Krippen»","Mittwoch, 06. Dezember, 17:15","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)"
"1699912011-297","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","6 - 17","The Ozard of Wiz","8 Events","Labor5, Zürich (CH)"
"1699912011-298","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Pizza, Philosophy and Science: Verjüngung","Mittwoch, 06. Dezember, 18:00","Universität Zürich (UZH), Zürich (CH)"
"1699912011-299","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Portrait De La Jeune Fille En Feu","Mittwoch, 06. Dezember, 18:00","Arthouse Alba, Zürich (CH)"
"1699912011-300","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","6","Züri Xmas Tour,  6.12.23, 18h","Mittwoch, 06. Dezember, 18:00","Bahnhofplatz Zürich, Zürich (CH)"
"1699912011-301","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","15 - 27","Zeit. Von Dürer bis Bonvicini","6 Events","Kunsthaus Zürich, Zürich (CH)"
"1699912011-302","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","17","Workshop Intersektionaler Feminismus","8 Events","Studio Kali, Zürich (CH)"
