web-scraper-order,web-scraper-start-url,is_eventgruppe,day,name,full_date,location
"1699912011-81","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Update der Bundesverfassung?","Freitag, 01. Dezember, 19:00","Karl der Grosse | Barockzimmer, Zürich (CH)"
"1699912011-82","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","17 - 1","Macbeth","5 Events","Opernhaus | Studiobühne, Zürich (CH)"
"1699912011-83","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","KEA - Kundalini Energy Activation","Freitag, 01. Dezember, 19:30","Yoga Studio Zürich, Zürich (CH)"
"1699912011-84","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Für Klavier & Marimba/Vibraphone","Freitag, 01. Dezember, 19:30","Kammermusikfreigut, Zürich (CH)"
"1699912011-85","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","EXPLORE & CONNECT","Freitag, 01. Dezember, 19:30","flowIN Studio, Zürich (CH)"
"1699912011-86","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Von Schnecken und Tannzapfen","Freitag, 01. Dezember, 19:30","Atelier für Kunst und Philosophie, Zürich (CH)"
"1699912011-87","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","9","Sister Äct – Ein himmlisches Musicäl","18 Events","MAAG Halle, Zürich (CH)"
"1699912011-88","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","CUM TOGETHER live","Freitag, 01. Dezember, 19:30","Sihl13, Zürich (CH)"
"1699912011-89","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","French 79 (F)","Freitag, 01. Dezember, 19:30","Mascotte, Zürich (CH)"
"1699912011-90","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","31","Im weissen Rössl","25 Events","Bernhard Theater, Zürich (CH)"
"1699912011-91","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","22 - 17","Helga Schneider - Sweet & Sauer","20 Events","Theater am Hechtplatz, Zürich (CH)"
"1699912011-92","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24 - 10","Disney The Lion King","124 Events","Theater 11, Zürich (CH)"
"1699912011-93","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Die böse Saat","Freitag, 01. Dezember, 19:45","Filmpodium Kino, Zürich (CH)"
"1699912011-94","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Love my Pain","Freitag, 01. Dezember, 20:00","Baby Angel, Zürich (CH)"
"1699912011-95","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Contra","Freitag, 01. Dezember, 20:00","Zirkusquartier, Zürich (CH)"
"1699912011-96","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","25","Spiel mir das Lied... von Morricone","9 Events","Theater Rigiblick, Zürich (CH)"
"1699912011-97","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Masta Ace, Marco Polo, Stricklin","Freitag, 01. Dezember, 20:00","Labor 5, Zürich (CH)"
"1699912011-98","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Healthy Lifestyle Event","Freitag, 01. Dezember, 20:00","Back office Tibits, Zürich (CH)"
"1699912011-99","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","21","Öffentliche Führung zum aktuellen Abendhimmel","16 Events","Urania-Sternwarte Zürich, Zürich (CH)"
"1699912011-100","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Timmy Trumpet","Freitag, 01. Dezember, 20:00","Hallenstadion, Zürich (CH)"
"1699912011-101","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","PRE X-MAS GETTOGETHER 2023","Freitag, 01. Dezember, 20:00","Garibaldi Bar, Zürich (CH)"
"1699912011-102","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Fomies (New Album “Ominous Prominence” Release Show) – EMZYG","Freitag, 01. Dezember, 20:00","Waxy Bar, Zürich (CH)"
"1699912011-103","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Greek Night@Kraftwerk Vol.2 **Charis Panopoulos LIVE**","Freitag, 01. Dezember, 20:00","Kraftwerk Selnau, Zürich (CH)"
"1699912011-104","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Frisch’s Tell - wie es wirklich war","Freitag, 01. Dezember, 20:00","Keller 62, Zürich (CH)"
"1699912011-105","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Kai Ros, ... wie das Leben so spielt","Freitag, 01. Dezember, 20:00","töpferei, Zürich (CH)"
"1699912011-106","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","The Big Comedy Kiss with Spring Day, Zurich","Freitag, 01. Dezember, 20:00","Photobastei, Zürich (CH)"
"1699912011-107","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Totgespielt - Der Impro-Krimi","Freitag, 01. Dezember, 20:00","Theater im Zollhaus, Zürich (CH)"
"1699912011-108","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Baile Event - Silversterparty im Colors","Freitag, 01. Dezember, 21:00 – Montag, 01. Januar, 03:00","Colors, Zürich (CH)"
"1699912011-109","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","29","Fridaynight - Salsa Party","7 Events","Salsarica, Zürich (CH)"
"1699912011-110","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","¿Quién puede matar a un niño? (¿Quién puede matar a un niño?)","Freitag, 01. Dezember, 21:15","Filmpodium Kino, Zürich (CH)"
"1699912011-111","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","30 - 2","Root 70","3 Events","Kultur Lokal Rank, Zürich (CH)"
"1699912011-112","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Rollschuh Disco - Neon Edition","Freitag, 01. Dezember, 22:00","X-TRA, Zürich (CH)"
"1699912011-113","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","Avem & Fejká Album Tour","Freitag, 01. Dezember, 22:00","Kauz, Zürich (CH)"
"1699912011-114","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","THE ROYAL FLUSH","Freitag, 01. Dezember, 23:00","Mascotte Club, Zürich (CH)"
"1699912011-115","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","John Summit","Freitag, 01. Dezember, 23:00","Kaufleuten Club, Zürich (CH)"
"1699912011-116","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","15","Plaze to Be","5 Events","Plaza Zürich, Zürich (CH)"
"1699912011-117","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","STAHLBOX 37 X ALTE KASERNE W/ACT","Freitag, 01. Dezember, 23:00","Alte Kaserne Zürich, Zürich (CH)"
"1699912011-118","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","HEART OF ALBANIA – DITA E FLAMURIT @ SEKTOR 11 (+16)","Freitag, 01. Dezember, 23:00","SEKTOR 11, Zürich (CH)"
"1699912011-119","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","1","FREU(N)DE AM TANZEN - WUNDERBOX Edition Vol. 13","Freitag, 01. Dezember, 23:00","Wunderbox Zurich, Zürich (CH)"
"1699912011-120","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","30","Zürcher Wochenmarkt","14 Events","Lindenplatz Altstetten, Zürich (CH)"
"1699912011-121","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","30","Zürcher Wochenmarkt","14 Events","Marktplatz Oerlikon, Zürich (CH)"
"1699912011-122","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","30","Zürcher Wochenmarkt","7 Events","Rathausbrücke, Zürich (CH)"
"1699912011-123","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","30","Kanzlei-Flohmi","7 Events","Kanzleiareal, Zürich (CH)"
"1699912011-124","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","30","Frischwarenmarkt","13 Events","Röschibachplatz, Zürich (CH)"
"1699912011-125","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","2","Yoga-Brunch im BIG Viadukt Dezember","Samstag, 02. Dezember, 08:45","BIG MODE WERK STATT, Zürich (CH)"
"1699912011-126","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","23","BrupbiMärt","6 Events","Brupbacherplatz, Zürich (CH)"
"1699912011-127","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","2 - 27","Revival der Galerie Palette (1949-1993)","33 Events","Galerie Palette, Zürich (CH)"
"1699912011-128","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","2","SIFAA Margazhi 2023","Samstag, 02. Dezember, 10:00 – Sonntag, 03. Dezember, 19:00","Kirchgemeindehaus Aussersihl, Zürich (CH)"
"1699912011-129","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","23","Gruppe Psychische Gesundheit","6 Events","selbstwert-trainer.ch/praxis, Zürich (CH)"
"1699912011-130","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","2","Erfahrungsaustausch: Eintauchen in die Selbständigkeit","Samstag, 02. Dezember, 10:00","Elevate Studio, Zürich (CH)"
"1699912011-131","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","2","Kreatives Schreiben","Samstag, 02. Dezember, 10:15","Karl der Grosse | Bistro, Zürich (CH)"
"1699912011-132","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","2","Selbstbewusst Grenzen setzen","Samstag, 02. Dezember, 10:30","GZ Höngg, Zürich (CH)"
"1699912011-133","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","2","Winter-Atelier","Samstag, 02. Dezember, 10:30","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)"
"1699912011-134","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","2","Adventsdegustation","Samstag, 02. Dezember, 11:00","Boucherville Weinladen, Zürich (CH)"
"1699912011-135","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","2","Guetzli und Gschichtli","Samstag, 02. Dezember, 11:00","PBZ Altstadt, Zürich (CH)"
"1699912011-136","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24 - 31","Die Bremer Stadtmusikanten - reloaded","13 Events","MAAG Halle, Zürich (CH)"
"1699912011-137","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","19 - 28","Jim Knopf und Lukas der Lokomotivführer","9 Events","Opernhaus | Studiobühne, Zürich (CH)"
"1699912011-138","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","18 - 9","Bake it like it’s hot mit Christian Hümbs","3 Events","25hours Hotel Zürich West, Zürich (CH)"
"1699912011-139","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","2","台灣好推廣協會尾牙活動 2023","Samstag, 02. Dezember, 12:00","China Restaurant Lamky, Zürich (CH)"
"1699912011-140","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","16","Briefmarkenbörse","5 Events","Weisser Wind, Zürich (CH)"
"1699912011-141","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","2","Good Enough Lovers","Samstag, 02. Dezember, 13:00","Baby Angel, Zürich (CH)"
"1699912011-142","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","18 - 24","Schneewittchen und die 7 Zwerge","71 Events","Theater am Hechtplatz, Zürich (CH)"
"1699912011-143","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","18 - 24","Zürcher Märchenbühne","71 Events","Theater am Hechtplatz, Zürich (CH)"
"1699912011-144","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","2 - 21","Wertvolle Geschenke","4 Events","Landesmuseum Zürich, Zürich (CH)"
"1699912011-145","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","15 - 31","D'Schatzinsle","27 Events","Bernhard Theater, Zürich (CH)"
