web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,location
"1699914567-644","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Weihnachtsmarkt
									Samstag, 02. Dezember, 10:00
								Städtli und Hinterstädtli, Wiedlisbach (CH)","https://eventfrog.ch/de/p/maerkte/weihnachtsmarkt/weihnachtsmarkt-7124789429667852875.html","Weihnachtsmarkt","","Samstag, 02. Dezember, 10:00","Städtli und Hinterstädtli, Wiedlisbach (CH)"
"1699914567-645","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					4 - 23
				
			
			
				WeihnachtsZeit im FusingArt
									8 Events
								FusingArt Kuttelgasse, Rheinfelden (CH)","https://eventfrog.ch/de/p/gruppen/weihnachtszeit-im-fusingart-7124502601123439722.html","WeihnachtsZeit im FusingArt","Eventgruppe","8 Events","FusingArt Kuttelgasse, Rheinfelden (CH)"
"1699914567-646","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Jan
					2 - 27
				
			
			
				Revival der Galerie Palette (1949-1993)
									33 Events
								Galerie Palette, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/revival-der-galerie-palette-1949-1993-7123686726606724452.html","Revival der Galerie Palette (1949-1993)","Eventgruppe","33 Events","Galerie Palette, Zürich (CH)"
"1699914567-647","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				SIFAA Margazhi 2023
									Samstag, 02. Dezember, 10:00 – Sonntag, 03. Dezember, 19:00
								Kirchgemeindehaus Aussersihl, Zürich (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/sifaa-margazhi-2023-7119237450434584295.html","SIFAA Margazhi 2023","","Samstag, 02. Dezember, 10:00 – Sonntag, 03. Dezember, 19:00","Kirchgemeindehaus Aussersihl, Zürich (CH)"
"1699914567-648","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				SVNH-Jubiläumsmesse - Gesundheitsmethoden kennenlernen
									Samstag, 02. Dezember, 10:00
								Kongresszentrum Kreuz, Bern (CH)","https://eventfrog.ch/de/p/gesundheit-spiritualitaet/gesundheit-wohlbefinden/svnh-jubilaeumsmesse-gesundheitsmethoden-kennenlernen-7118509346669927275.html","SVNH-Jubiläumsmesse - Gesundheitsmethoden kennenlernen","","Samstag, 02. Dezember, 10:00","Kongresszentrum Kreuz, Bern (CH)"
"1699914567-649","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Erwachsenen-Kinderkurs: Adventsgesteck basteln
									Samstag, 02. Dezember, 10:00
								Gärtnerei van Oordt, Stäfa (CH)","https://eventfrog.ch/de/p/kurse-seminare/freizeit-hobby/erwachsenen-kinderkurs-adventsgesteck-basteln-7117163671139059246.html","Erwachsenen-Kinderkurs: Adventsgesteck basteln","","Samstag, 02. Dezember, 10:00","Gärtnerei van Oordt, Stäfa (CH)"
"1699914567-650","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					2 - 23
				
			
			
				Auswahl 23
									19 Events
								Aargauer Kunsthaus, Aarau (CH)","https://eventfrog.ch/de/p/gruppen/auswahl-23-7120004237631667042.html","Auswahl 23","Eventgruppe","19 Events","Aargauer Kunsthaus, Aarau (CH)"
"1699914567-651","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Weihnachts Bazar
									Samstag, 02. Dezember, 10:00
								Reformiertes Kirchgemeindehaus, Rheinfelden (CH)","https://eventfrog.ch/de/p/maerkte/weihnachtsmarkt/weihnachts-bazar-7113504396747446722.html","Weihnachts Bazar","","Samstag, 02. Dezember, 10:00","Reformiertes Kirchgemeindehaus, Rheinfelden (CH)"
"1699914567-652","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					18 - 17
				
			
			
				World Press Photo
									14 Events
								Château de Prangins, Prangins (CH)","https://eventfrog.ch/de/p/gruppen/world-press-photo-7112497826232229050.html","World Press Photo","Eventgruppe","14 Events","Château de Prangins, Prangins (CH)"
"1699914567-653","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Malkurs mit Tjhoko Paint Farben
									Samstag, 02. Dezember, 10:00
								Atelier 1818, Oberdiessbach (CH)","https://eventfrog.ch/de/p/diverses/malkurs-mit-tjhoko-paint-farben-7104434409076423811.html","Malkurs mit Tjhoko Paint Farben","","Samstag, 02. Dezember, 10:00","Atelier 1818, Oberdiessbach (CH)"
"1699914567-654","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Feb
				3
			
			
			
				Dance Ability
									3 Events
								Diogenes Theater Altstätten, Altstätten (CH)","https://eventfrog.ch/de/p/gruppen/dance-ability-7128881902069474657.html","Dance Ability","Eventgruppe","3 Events","Diogenes Theater Altstätten, Altstätten (CH)"
"1699914567-655","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					2 - 23
				
			
			
				Adventsgeschichten für Kinder ab 3 Jahren
									4 Events
								Bibliothek Uetikon am See, Uetikon am See (CH)","https://eventfrog.ch/de/p/gruppen/adventsgeschichten-fuer-kinder-ab-3-jahren-7119982548881463543.html","Adventsgeschichten für Kinder ab 3 Jahren","Eventgruppe","4 Events","Bibliothek Uetikon am See, Uetikon am See (CH)"
"1699914567-656","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Weihnachtskarten Zeichnen mit  Handlettering
									Samstag, 02. Dezember, 10:00
								Kasinopark Aarau, Aarau (CH)","https://eventfrog.ch/de/p/kurse-seminare/freizeit-hobby/weihnachtskarten-zeichnen-mit-handlettering-7087692921588134409.html","Weihnachtskarten Zeichnen mit  Handlettering","","Samstag, 02. Dezember, 10:00","Kasinopark Aarau, Aarau (CH)"
"1699914567-657","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				23
			
			
			
				Gruppe Psychische Gesundheit
									6 Events
								selbstwert-trainer.ch/praxis, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/gruppe-psychische-gesundheit-7061675513241059779.html","Gruppe Psychische Gesundheit","Eventgruppe","6 Events","selbstwert-trainer.ch/praxis, Zürich (CH)"
"1699914567-658","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Erfahrungsaustausch: Eintauchen in die Selbständigkeit
									Samstag, 02. Dezember, 10:00
								Elevate Studio, Zürich (CH)","https://eventfrog.ch/de/p/kurse-seminare/sonstige-kurse-seminare/erfahrungsaustausch-eintauchen-in-die-selbstaendigkeit-7041832781957996932.html","Erfahrungsaustausch: Eintauchen in die Selbständigkeit","","Samstag, 02. Dezember, 10:00","Elevate Studio, Zürich (CH)"
"1699914567-659","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Bülach entdecken 2023
									Samstag, 02. Dezember, 10:00
								Museum Bülach, Bülach (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/ausstellung/buelach-entdecken-2023-7024293973494465652.html","Bülach entdecken 2023","","Samstag, 02. Dezember, 10:00","Museum Bülach, Bülach (CH)"
"1699914567-660","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Advents-Workshop
									Samstag, 02. Dezember, 10:00
								Kunst(Zeug)Haus, Rapperswil-Jona (CH)","https://eventfrog.ch/de/p/kinderveranstaltungen/advents-workshop-7019437491623952553.html","Advents-Workshop","","Samstag, 02. Dezember, 10:00","Kunst(Zeug)Haus, Rapperswil-Jona (CH)"
"1699914567-661","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Ausstellung 350 Jahre Rathaus Bülach
									Samstag, 02. Dezember, 10:00
								Museum Bülach, Bülach (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/ausstellung/ausstellung-350-jahre-rathaus-buelach-7018122939057711796.html","Ausstellung 350 Jahre Rathaus Bülach","","Samstag, 02. Dezember, 10:00","Museum Bülach, Bülach (CH)"
"1699914567-662","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Reparatur Café Stäfa
									Samstag, 02. Dezember, 10:00
								Alte Krone, Stäfa (CH)","https://eventfrog.ch/de/p/diverses/reparatur-cafe-staefa-7013793220594106382.html","Reparatur Café Stäfa","","Samstag, 02. Dezember, 10:00","Alte Krone, Stäfa (CH)"
"1699914567-663","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Die Zauberlaterne
									Samstag, 02. Dezember, 10:15
								Kino Roxy, Romanshorn (CH)","https://eventfrog.ch/de/p/kinderveranstaltungen/die-zauberlaterne-7101694255421153410.html","Die Zauberlaterne","","Samstag, 02. Dezember, 10:15","Kino Roxy, Romanshorn (CH)"
"1699914567-664","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Kreatives Schreiben
									Samstag, 02. Dezember, 10:15
								Karl der Grosse | Bistro, Zürich (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/kultur/kreatives-schreiben-7088491447192614770.html","Kreatives Schreiben","","Samstag, 02. Dezember, 10:15","Karl der Grosse | Bistro, Zürich (CH)"
"1699914567-665","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Selbstbewusst Grenzen setzen
									Samstag, 02. Dezember, 10:30
								GZ Höngg, Zürich (CH)","https://eventfrog.ch/de/p/diverses/selbstbewusst-grenzen-setzen-7127580222862353073.html","Selbstbewusst Grenzen setzen","","Samstag, 02. Dezember, 10:30","GZ Höngg, Zürich (CH)"
"1699914567-666","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Winter-Atelier
									Samstag, 02. Dezember, 10:30
								Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)","https://eventfrog.ch/de/p/diverses/winter-atelier-7123278467903217003.html","Winter-Atelier","","Samstag, 02. Dezember, 10:30","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)"
"1699914567-667","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				10
			
			
			
				Morgennebel
									8 Events
								BelleVue – Ort für Fotografie, Basel (CH)","https://eventfrog.ch/de/p/gruppen/morgennebel-7127986938238196831.html","Morgennebel","Eventgruppe","8 Events","BelleVue – Ort für Fotografie, Basel (CH)"
"1699914567-668","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Kunsthandwerk Weihnachtsausstellung Multschür Gossau
									Samstag, 02. Dezember, 11:00
								Multschür, Gossau (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/ausstellung/kunsthandwerk-weihnachtsausstellung-multschuer-gossau-7126863385103111907.html","Kunsthandwerk Weihnachtsausstellung Multschür Gossau","","Samstag, 02. Dezember, 11:00","Multschür, Gossau (CH)"
"1699914567-669","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				AdventEvent Binningen
									Samstag, 02. Dezember, 11:00
								Schloss Binningen, Binningen (CH)","https://eventfrog.ch/de/p/maerkte/adventevent-binningen-7126160879712671088.html","AdventEvent Binningen","","Samstag, 02. Dezember, 11:00","Schloss Binningen, Binningen (CH)"
"1699914567-670","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Adventsdegustation
									Samstag, 02. Dezember, 11:00
								Boucherville Weinladen, Zürich (CH)","https://eventfrog.ch/de/p/diverses/adventsdegustation-7125847220125914367.html","Adventsdegustation","","Samstag, 02. Dezember, 11:00","Boucherville Weinladen, Zürich (CH)"
"1699914567-671","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Weihnachtsmarkt „Aarburg leuchtet“
									Samstag, 02. Dezember, 11:00
								Bärenplatz, Aarburg (CH)","https://eventfrog.ch/de/p/maerkte/weihnachtsmarkt/weihnachtsmarkt-aarburg-leuchtet-7124126868903508797.html","Weihnachtsmarkt „Aarburg leuchtet“","","Samstag, 02. Dezember, 11:00","Bärenplatz, Aarburg (CH)"
"1699914567-672","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Feb
					2 - 11
				
			
			
				However We Saw the Same Star – Kim Jungman 
									62 Events
								Kulturstiftung Basel H. Geiger | KBH.G, Basel (CH)","https://eventfrog.ch/de/p/gruppen/however-we-saw-the-same-star-kim-jungman-7123316644005265254.html","However We Saw the Same Star – Kim Jungman","Eventgruppe","62 Events","Kulturstiftung Basel H. Geiger | KBH.G, Basel (CH)"
"1699914567-673","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Guetzli und Gschichtli
									Samstag, 02. Dezember, 11:00
								PBZ Altstadt, Zürich (CH)","https://eventfrog.ch/de/p/diverses/guetzli-und-gschichtli-7123138101115867885.html","Guetzli und Gschichtli","","Samstag, 02. Dezember, 11:00","PBZ Altstadt, Zürich (CH)"
"1699914567-674","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				3
			
			
			
				Manfred Cuny / Eunjin Kim / Simone Thiele
									6 Events
								Sprützehüsli Kunst und Kultur, Oberwil (CH)","https://eventfrog.ch/de/p/gruppen/manfred-cuny-eunjin-kim-simone-thiele-7122474023720575485.html","Manfred Cuny / Eunjin Kim / Simone Thiele","Eventgruppe","6 Events","Sprützehüsli Kunst und Kultur, Oberwil (CH)"
"1699914567-675","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					24 - 31
				
			
			
				Die Bremer Stadtmusikanten - reloaded
									13 Events
								MAAG Halle, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/die-bremer-stadtmusikanten-reloaded-7120004331558928089.html","Die Bremer Stadtmusikanten - reloaded","Eventgruppe","13 Events","MAAG Halle, Zürich (CH)"
"1699914567-676","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Apr
				6
			
			
			
				Rundgang durch die Nagelfabrik
									5 Events
								Nagelfabrik «Nagli» Winterthur, Winterthur (CH)","https://eventfrog.ch/de/p/gruppen/rundgang-durch-die-nagelfabrik-7114369659143438758.html","Rundgang durch die Nagelfabrik","Eventgruppe","5 Events","Nagelfabrik «Nagli» Winterthur, Winterthur (CH)"
"1699914567-677","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				17
			
			
			
				La malédiction d'hécate
									15 Events
								ArchéoLab, Pully (CH)","https://eventfrog.ch/de/p/gruppen/la-malediction-d-hecate-7118033329505383065.html","La malédiction d'hécate","Eventgruppe","15 Events","ArchéoLab, Pully (CH)"
"1699914567-678","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Bachenbüler Wiehnachtsmärt
									Samstag, 02. Dezember, 11:00
								Dorf-/Bachstrasse, Bachenbülach (CH)","https://eventfrog.ch/de/p/maerkte/bachenbueler-wiehnachtsmaert-7107710989894647087.html","Bachenbüler Wiehnachtsmärt","","Samstag, 02. Dezember, 11:00","Dorf-/Bachstrasse, Bachenbülach (CH)"
"1699914567-679","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					29 - 6
				
			
			
				Kerzenziehen der Ludothek Spieltruhe
									4 Events
								Hinterhof Rindergasse 2, Rheinfelden (CH)","https://eventfrog.ch/de/p/gruppen/kerzenziehen-der-ludothek-spieltruhe-7102289681518131860.html","Kerzenziehen der Ludothek Spieltruhe","Eventgruppe","4 Events","Hinterhof Rindergasse 2, Rheinfelden (CH)"
"1699914567-680","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Englische Erzählstunde
									Samstag, 02. Dezember, 11:00
								Stadtbibliothek Katharinen, St. Gallen (CH)","https://eventfrog.ch/de/p/kinderveranstaltungen/englische-erzaehlstunde-7074504759944550751.html","Englische Erzählstunde","","Samstag, 02. Dezember, 11:00","Stadtbibliothek Katharinen, St. Gallen (CH)"
"1699914567-681","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Jan
					19 - 28
				
			
			
				Jim Knopf und Lukas der Lokomotivführer
									9 Events
								Opernhaus | Studiobühne, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/jim-knopf-und-lukas-der-lokomotivfuehrer-7119968775126894704.html","Jim Knopf und Lukas der Lokomotivführer","Eventgruppe","9 Events","Opernhaus | Studiobühne, Zürich (CH)"
"1699914567-682","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				10
			
			
			
				Ash Keating
									8 Events
								Museum Langmatt, Baden (CH)","https://eventfrog.ch/de/p/gruppen/ash-keating-7033763349838854133.html","Ash Keating","Eventgruppe","8 Events","Museum Langmatt, Baden (CH)"
"1699914567-683","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				10
			
			
			
				Schaufenster Archiv: Sidneys Südseesouvenirs
									8 Events
								Museum Langmatt, Baden (CH)","https://eventfrog.ch/de/p/gruppen/schaufenster-archiv-sidneys-suedseesouvenirs-7031288992705210766.html","Schaufenster Archiv: Sidneys Südseesouvenirs","Eventgruppe","8 Events","Museum Langmatt, Baden (CH)"
"1699914567-684","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				10
			
			
			
				Forever Young – Die bedeutendsten Bilder der Langmatt
									8 Events
								Museum Langmatt, Baden (CH)","https://eventfrog.ch/de/p/gruppen/forever-young-die-bedeutendsten-bilder-der-langmatt-7023690534150350905.html","Forever Young – Die bedeutendsten Bilder der Langmatt","Eventgruppe","8 Events","Museum Langmatt, Baden (CH)"
"1699914567-685","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				10
			
			
			
				Geisterhaus Langmatt – Eine unsichtbare Ausstellung
									8 Events
								Museum Langmatt, Baden (CH)","https://eventfrog.ch/de/p/gruppen/geisterhaus-langmatt-eine-unsichtbare-ausstellung-7023688646021486018.html","Geisterhaus Langmatt – Eine unsichtbare Ausstellung","Eventgruppe","8 Events","Museum Langmatt, Baden (CH)"
"1699914567-686","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				30
			
			
			
				Altstadtführung durch St.Gallen mit Stiftsbibliothek
									7 Events
								St.Gallen-Bodensee Tourismus, St. Gallen (CH)","https://eventfrog.ch/de/p/gruppen/altstadtfuehrung-durch-st-gallen-mit-stiftsbibliothek-7016052343461294503.html","Altstadtführung durch St.Gallen mit Stiftsbibliothek","Eventgruppe","7 Events","St.Gallen-Bodensee Tourismus, St. Gallen (CH)"
"1699914567-687","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				16
			
			
			
				Feldschlösschen Brauereirundgänge
									5 Events
								Feldschlösschen Brauwelt, Rheinfelden (CH)","https://eventfrog.ch/de/p/gruppen/feldschloesschen-brauereirundgaenge-6998561768751402148.html","Feldschlösschen Brauereirundgänge","Eventgruppe","5 Events","Feldschlösschen Brauwelt, Rheinfelden (CH)"
"1699914567-688","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					25 - 17
				
			
			
				Lindauer Hafenweihnacht
									24 Events
								Hafen Rorschach, Rorschach (CH)","https://eventfrog.ch/de/p/gruppen/lindauer-hafenweihnacht-7128885810883922840.html","Lindauer Hafenweihnacht","Eventgruppe","24 Events","Hafen Rorschach, Rorschach (CH)"
"1699914567-689","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					25 - 17
				
			
			
				Lindauer Hafenweihnacht
									8 Events
								Hafen, Rorschach (CH)","https://eventfrog.ch/de/p/gruppen/lindauer-hafenweihnacht-7091765067230711281.html","Lindauer Hafenweihnacht","Eventgruppe","8 Events","Hafen, Rorschach (CH)"
"1699914567-690","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					2 - 3
				
			
			
				Weihnachtsevent mit Kerzenziehen auf dem Möhrenhof
									2 Events
								Möhrenhof, Oberurdorf (CH)","https://eventfrog.ch/de/p/gruppen/weihnachtsevent-mit-kerzenziehen-auf-dem-moehrenhof-7127986567541359376.html","Weihnachtsevent mit Kerzenziehen auf dem Möhrenhof","Eventgruppe","2 Events","Möhrenhof, Oberurdorf (CH)"
"1699914567-691","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Niko Pirosmani (1862–1918)
									Samstag, 02. Dezember, 12:00
								Fondation Beyeler, Riehen (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/fuehrung/niko-pirosmani-18621918-7125065829863885136.html","Niko Pirosmani (1862–1918)","","Samstag, 02. Dezember, 12:00","Fondation Beyeler, Riehen (CH)"
"1699914567-692","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Ausverkauft
							
							
					Eventgruppe
				
					
		

							
					Nov - Dez
					18 - 9
				
			
			
				Bake it like it’s hot mit Christian Hümbs
									3 Events
								25hours Hotel Zürich West, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/bake-it-like-its-hot-mit-christian-huembs-7123275294924844976.html","Bake it like it’s hot mit Christian Hümbs","Eventgruppe","3 Events","25hours Hotel Zürich West, Zürich (CH)"
"1699914567-693","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Mix Vernissage - Vernissage für Entdecker
									Samstag, 02. Dezember, 12:00
								Obere Mühle | Stadtgalerie, Dübendorf (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/ausstellung/mix-vernissage-vernissage-fuer-entdecker-7122890947675797982.html","Mix Vernissage - Vernissage für Entdecker","","Samstag, 02. Dezember, 12:00","Obere Mühle | Stadtgalerie, Dübendorf (CH)"
"1699914567-694","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				台灣好推廣協會尾牙活動 2023
									Samstag, 02. Dezember, 12:00
								China Restaurant Lamky, Zürich (CH)","https://eventfrog.ch/de/p/essen-trinken/2023-7120827269052859086.html","台灣好推廣協會尾牙活動 2023","","Samstag, 02. Dezember, 12:00","China Restaurant Lamky, Zürich (CH)"
"1699914567-695","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				WerkStall - Ein Stern für alle
									Samstag, 02. Dezember, 12:00
								Strohmuseum im Park, Wohlen (CH)","https://eventfrog.ch/de/p/diverses/werkstall-ein-stern-fuer-alle-7115772699553517621.html","WerkStall - Ein Stern für alle","","Samstag, 02. Dezember, 12:00","Strohmuseum im Park, Wohlen (CH)"
"1699914567-696","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Frau Weber stickt
									Samstag, 02. Dezember, 12:00
								Textilmuseum St.Gallen, St. Gallen (CH)","https://eventfrog.ch/de/p/kinderveranstaltungen/frau-weber-stickt-7083201292961509313.html","Frau Weber stickt","","Samstag, 02. Dezember, 12:00","Textilmuseum St.Gallen, St. Gallen (CH)"
"1699914567-697","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Theater in Gegenwart und Geschichte
									Samstag, 02. Dezember, 12:00
								Stiftung SAPA, Schweizer Archiv der Darstellenden Künste, Bern (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/ausstellung/theater-in-gegenwart-und-geschichte-7008801185134967116.html","Theater in Gegenwart und Geschichte","","Samstag, 02. Dezember, 12:00","Stiftung SAPA, Schweizer Archiv der Darstellenden Künste, Bern (CH)"
"1699914567-698","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				16
			
			
			
				Briefmarkenbörse
									5 Events
								Weisser Wind, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/briefmarkenboerse-7119959153338962457.html","Briefmarkenbörse","Eventgruppe","5 Events","Weisser Wind, Zürich (CH)"
"1699914567-699","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				GLASI GLÜHT
									Samstag, 02. Dezember, 13:00
								Glasi-Quartier, Bülach (CH)","https://eventfrog.ch/de/p/maerkte/weihnachtsmarkt/glasi-glueht-7128652940093363286.html","GLASI GLÜHT","","Samstag, 02. Dezember, 13:00","Glasi-Quartier, Bülach (CH)"
"1699914567-700","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Good Enough Lovers
									Samstag, 02. Dezember, 13:00
								Baby Angel, Zürich (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/kultur/good-enough-lovers-7127672206591514642.html","Good Enough Lovers","","Samstag, 02. Dezember, 13:00","Baby Angel, Zürich (CH)"
