web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,location
"1699914567-2040","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
							
					Eventgruppe
				
					
		

							
					Dez - Dez
					8 - 9
				
			
			
				Abendunterhaltung TV Trüllikon
									2 Events
								Zentralschulhaus Trüllikon, Trüllikon (CH)","https://eventfrog.ch/de/p/gruppen/abendunterhaltung-tv-truellikon-7125944251733466840.html","Abendunterhaltung TV Trüllikon","Eventgruppe","2 Events","Zentralschulhaus Trüllikon, Trüllikon (CH)"
"1699914567-2041","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Ecstatic Dance mit DJ Kraftschatz & Sam B Live am Piano
									Freitag, 08. Dezember, 19:00
								Flow60, Zollikerberg (CH)","https://eventfrog.ch/de/p/festivals/tanz/ecstatic-dance-mit-dj-kraftschatz-sam-b-live-am-piano-7125449780256295334.html","Ecstatic Dance mit DJ Kraftschatz & Sam B Live am Piano","","Freitag, 08. Dezember, 19:00","Flow60, Zollikerberg (CH)"
"1699914567-2042","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					19 - 8
				
			
			
				Die sieben Samurai (Shichinin no samurai)
									2 Events
								Filmpodium Kino, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/die-sieben-samurai-shichinin-no-samurai-7122774123688737785.html","Die sieben Samurai (Shichinin no samurai)","Eventgruppe","2 Events","Filmpodium Kino, Zürich (CH)"
"1699914567-2043","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Kunstnacht(floh)markt
									Freitag, 08. Dezember, 19:00
								Eisenwerk Shedhalle, Frauenfeld (CH)","https://eventfrog.ch/de/p/theater-buehne/kunstnacht-floh-markt-7119804958682077924.html","Kunstnacht(floh)markt","","Freitag, 08. Dezember, 19:00","Eisenwerk Shedhalle, Frauenfeld (CH)"
"1699914567-2044","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Abgesagt
							
					
		

						
				Dez
				8
			
			
			
				POP-UP OM SENSES
									Freitag, 08. Dezember, 19:00
								Restaurant Oberer Mönchhof, Kilchberg (CH)","https://eventfrog.ch/de/p/essen-trinken/pop-up-om-senses-7119695375053584562.html","POP-UP OM SENSES","","Freitag, 08. Dezember, 19:00","Restaurant Oberer Mönchhof, Kilchberg (CH)"
"1699914567-2045","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
							
					Eventgruppe
				
					
		

							
					Dez - Dez
					7 - 16
				
			
			
				Glühweinrausch
									7 Events
								Kulturhof  Hinter Musegg, Luzern (CH)","https://eventfrog.ch/de/p/gruppen/gluehweinrausch-2023-das-mini-winter-festival-7114969439154466701.html","Glühweinrausch","Eventgruppe","7 Events","Kulturhof  Hinter Musegg, Luzern (CH)"
"1699914567-2046","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				VERNISSAGE: ""kunst werk bau""
									Freitag, 08. Dezember, 19:00
								Museum Rosenegg, Kreuzlingen (CH)","https://eventfrog.ch/de/p/diverses/vernissage-kunst-werk-bau-7113285867465027137.html","VERNISSAGE: ""kunst werk bau""","","Freitag, 08. Dezember, 19:00","Museum Rosenegg, Kreuzlingen (CH)"
"1699914567-2047","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Katharina Boss Brawand - Echt Süss
									Freitag, 08. Dezember, 19:00
								Bibliothek Breitenrain mit Ludothek, Bern (CH)","https://eventfrog.ch/de/p/theater-buehne/lesungen/katharina-boss-brawand-echt-suess-7110315598756680067.html","Katharina Boss Brawand - Echt Süss","","Freitag, 08. Dezember, 19:00","Bibliothek Breitenrain mit Ludothek, Bern (CH)"
"1699914567-2048","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				9
			
			
			
				Adrien Laplana
									2 Events
								Caustic Comedy Club, Carouge (CH)","https://eventfrog.ch/de/p/gruppen/adrien-laplana-7119986312057167102.html","Adrien Laplana","Eventgruppe","2 Events","Caustic Comedy Club, Carouge (CH)"
"1699914567-2049","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Facettenkonzert V: Interkontinentale Harmonien
									Freitag, 08. Dezember, 19:00
								Konservatorium Winterthur, Winterthur (CH)","https://eventfrog.ch/de/p/klassik-opern/klassik/facettenkonzert-v-interkontinentale-harmonien-7100153092860000403.html","Facettenkonzert V: Interkontinentale Harmonien","","Freitag, 08. Dezember, 19:00","Konservatorium Winterthur, Winterthur (CH)"
"1699914567-2050","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Erschaffe deinen eigenen  Weihnachts-Gin 8.12.2023
									Freitag, 08. Dezember, 19:00
								Ventura-Gin GmbH, Rheinfelden (CH)","https://eventfrog.ch/de/p/essen-trinken/erschaffe-deinen-eigenen-weihnachts-gin-8-12-2023-7098251934495085805.html","Erschaffe deinen eigenen  Weihnachts-Gin 8.12.2023","","Freitag, 08. Dezember, 19:00","Ventura-Gin GmbH, Rheinfelden (CH)"
"1699914567-2051","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				La traviata
									Freitag, 08. Dezember, 19:00
								Theater Winterthur, Winterthur (CH)","https://eventfrog.ch/de/p/theater-buehne/la-traviata-7065084978485197991.html","La traviata","","Freitag, 08. Dezember, 19:00","Theater Winterthur, Winterthur (CH)"
"1699914567-2052","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Ausverkauft
							
					
		

						
				Dez
				8
			
			
			
				Badchieff
									Freitag, 08. Dezember, 19:00
								EXIL, Zürich (CH)","https://eventfrog.ch/de/p/konzert/hip-hop-rap/badchieff-7056615571702326766.html","Badchieff","","Freitag, 08. Dezember, 19:00","EXIL, Zürich (CH)"
"1699914567-2053","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Krimidinner mit FREISTIL Theater ""Mord auf dem Betriebsfest""
									Freitag, 08. Dezember, 19:00
								Hotel Arte Olten, Olten (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/krimidinner-mit-freistil-theater-mord-auf-dem-betriebsfest-7053778681680811552.html","Krimidinner mit FREISTIL Theater ""Mord auf dem Betriebsfest""","","Freitag, 08. Dezember, 19:00","Hotel Arte Olten, Olten (CH)"
"1699914567-2054","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Barhopping für Singles - Zürich 08.12.23
									Freitag, 08. Dezember, 19:00
								Bahnhofplatz Zürichg, Zürich (CH)","https://eventfrog.ch/de/p/dating/sonstige-veranstaltungen/barhopping-fuer-singles-zuerich-08-12-23-7052566426830171498.html","Barhopping für Singles - Zürich 08.12.23","","Freitag, 08. Dezember, 19:00","Bahnhofplatz Zürichg, Zürich (CH)"
"1699914567-2055","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Barhopping für Singles - Bern 08.12.23
									Freitag, 08. Dezember, 19:00
								Bahnhof Bern, Bern (CH)","https://eventfrog.ch/de/p/dating/sonstige-veranstaltungen/barhopping-fuer-singles-bern-08-12-23-7051898334865155443.html","Barhopping für Singles - Bern 08.12.23","","Freitag, 08. Dezember, 19:00","Bahnhof Bern, Bern (CH)"
"1699914567-2056","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Benny Bennack Quartet
									Freitag, 08. Dezember, 19:30
								Marians Jazzroom, Bern (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/benny-bennack-quartet-7129843916921084861.html","Benny Bennack Quartet","","Freitag, 08. Dezember, 19:30","Marians Jazzroom, Bern (CH)"
"1699914567-2057","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				KEA - Kundalini Energy Activation
									Freitag, 08. Dezember, 19:30
								Yoga Studio Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gesundheit-spiritualitaet/spiritualitaet/kea-kundalini-energy-activation-7129378619252483644.html","KEA - Kundalini Energy Activation","","Freitag, 08. Dezember, 19:30","Yoga Studio Zürich, Zürich (CH)"
"1699914567-2058","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Musikpodium: CLEX INterAction
									Freitag, 08. Dezember, 19:30
								Theater Stok Zürich, Zürich (CH)","https://eventfrog.ch/de/p/klassik-opern/klassik/musikpodium-clex-interaction-7128582042271309415.html","Musikpodium: CLEX INterAction","","Freitag, 08. Dezember, 19:30","Theater Stok Zürich, Zürich (CH)"
"1699914567-2059","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Marion Poschmann: Chor der Erinnyen
									Freitag, 08. Dezember, 19:30
								Bücherladen Marianne Sax, Frauenfeld (CH)","https://eventfrog.ch/de/p/theater-buehne/marion-poschmann-chor-der-erinnyen-7128168828605782054.html","Marion Poschmann: Chor der Erinnyen","","Freitag, 08. Dezember, 19:30","Bücherladen Marianne Sax, Frauenfeld (CH)"
"1699914567-2060","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Alfonsina : Mariana Flores & Quito Gato
									Freitag, 08. Dezember, 19:30
								Théâtre Les Salons, Genf (CH)","https://eventfrog.ch/de/p/konzert/world-ethno/alfonsina-mariana-flores-quito-gato-7125847059987381544.html","Alfonsina : Mariana Flores & Quito Gato","","Freitag, 08. Dezember, 19:30","Théâtre Les Salons, Genf (CH)"
"1699914567-2061","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				In Dulci Jubilo
									Freitag, 08. Dezember, 19:30
								Pauluskirche, Basel (CH)","https://eventfrog.ch/de/p/konzert/chor/in-dulci-jubilo-7122584234867248802.html","In Dulci Jubilo","","Freitag, 08. Dezember, 19:30","Pauluskirche, Basel (CH)"
"1699914567-2062","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Marek Janowski mit Brahms - Freundeskreiskonzert
									Freitag, 08. Dezember, 19:30
								Tonhalle | Grosse Tonhalle, Zürich (CH)","https://eventfrog.ch/de/p/klassik-opern/klassik/marek-janowski-mit-brahms-freundeskreiskonzert-7122526821925490666.html","Marek Janowski mit Brahms - Freundeskreiskonzert","","Freitag, 08. Dezember, 19:30","Tonhalle | Grosse Tonhalle, Zürich (CH)"
"1699914567-2063","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				It's Christmas Time 2023
									Freitag, 08. Dezember, 19:30
								KKThun, Thun (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/it-s-christmas-time-2023-7119940806031383240.html","It's Christmas Time 2023","","Freitag, 08. Dezember, 19:30","KKThun, Thun (CH)"
"1699914567-2064","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Marie & Pierre
									Freitag, 08. Dezember, 19:30
								Theater Basel, Basel (CH)","https://eventfrog.ch/de/p/theater-buehne/tanz/marie-pierre-7119573936606520608.html","Marie & Pierre","","Freitag, 08. Dezember, 19:30","Theater Basel, Basel (CH)"
"1699914567-2065","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Männer-Blues
									Freitag, 08. Dezember, 19:30
								Häbse-Theater, Basel (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/maenner-blues-7118639457595518466.html","Männer-Blues","","Freitag, 08. Dezember, 19:30","Häbse-Theater, Basel (CH)"
"1699914567-2066","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Eine Weltreise zu zweit
									Freitag, 08. Dezember, 19:30
								Villa Grunholzer, Uster (CH)","https://eventfrog.ch/de/p/klassik-opern/klassik/eine-weltreise-zu-zweit-7117533353947920482.html","Eine Weltreise zu zweit","","Freitag, 08. Dezember, 19:30","Villa Grunholzer, Uster (CH)"
"1699914567-2067","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				All I Need
									Freitag, 08. Dezember, 19:30
								Phönix Theater, Steckborn (CH)","https://eventfrog.ch/de/p/theater-buehne/all-i-need-7117272861790635018.html","All I Need","","Freitag, 08. Dezember, 19:30","Phönix Theater, Steckborn (CH)"
"1699914567-2068","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Louis Niedermeyer - Messe solennelle en si
									Freitag, 08. Dezember, 19:30
								Französische Kirche, Bern (CH)","https://eventfrog.ch/de/p/klassik-opern/klassik/louis-niedermeyer-messe-solennelle-en-si-7117181226633384093.html","Louis Niedermeyer - Messe solennelle en si","","Freitag, 08. Dezember, 19:30","Französische Kirche, Bern (CH)"
"1699914567-2069","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					8 - 9
				
			
			
				Christmas in Hollywood
									2 Events
								KKL | Konzertsaal, Luzern (CH)","https://eventfrog.ch/de/p/gruppen/christmas-in-hollywood-7113254802046293617.html","Christmas in Hollywood","Eventgruppe","2 Events","KKL | Konzertsaal, Luzern (CH)"
"1699914567-2070","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Marion Poschmann: Chor der Erinnyen
									Freitag, 08. Dezember, 19:30
								Bücherladen Marianne Sax, Frauenfeld (CH)","https://eventfrog.ch/de/p/theater-buehne/marion-poschmann-chor-der-erinnyen-7110022707320680180.html","Marion Poschmann: Chor der Erinnyen","","Freitag, 08. Dezember, 19:30","Bücherladen Marianne Sax, Frauenfeld (CH)"
"1699914567-2071","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Nur eine Frau
									Freitag, 08. Dezember, 19:30
								Wortreich Buchhandlung und Antiquariat, Glarus (CH)","https://eventfrog.ch/de/p/freizeit-ausfluege/film-kino/nur-eine-frau-7105586028191092625.html","Nur eine Frau","","Freitag, 08. Dezember, 19:30","Wortreich Buchhandlung und Antiquariat, Glarus (CH)"
"1699914567-2072","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Ida Theatersport Liga – 8. Dezember 2023
									Freitag, 08. Dezember, 19:30
								Theater Ida, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/comedy-kabarett/ida-theatersport-liga-8-dezember-2023-7104870290509754874.html","Ida Theatersport Liga – 8. Dezember 2023","","Freitag, 08. Dezember, 19:30","Theater Ida, Zürich (CH)"
"1699914567-2073","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Jan
					30 - 19
				
			
			
				Judith Shakespeare - Rape and Revenge
									7 Events
								Neuestheater, Dornach (CH)","https://eventfrog.ch/de/p/gruppen/judith-shakespeare-rape-and-revenge-7104787432021634005.html","Judith Shakespeare - Rape and Revenge","Eventgruppe","7 Events","Neuestheater, Dornach (CH)"
"1699914567-2074","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Sir András Schiff, piano
									Freitag, 08. Dezember, 19:30
								Victoria Hall, Genf (CH)","https://eventfrog.ch/de/p/klassik-opern/klassik/sir-andras-schiff-piano-7101268099509205331.html","Sir András Schiff, piano","","Freitag, 08. Dezember, 19:30","Victoria Hall, Genf (CH)"
"1699914567-2075","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Wenige Tickets
							
					
		

						
				Dez
				8
			
			
			
				Vogel Lisi und der König der Lüfte ""PREMIERE""
									Freitag, 08. Dezember, 19:30
								Kultur- und Kongresszentrum Thun, Thun (CH)","https://eventfrog.ch/de/p/musicals-shows/musical/vogel-lisi-und-der-koenig-der-luefte-premiere-7099775014145036298.html","Vogel Lisi und der König der Lüfte ""PREMIERE""","","Freitag, 08. Dezember, 19:30","Kultur- und Kongresszentrum Thun, Thun (CH)"
"1699914567-2076","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Pepe Lienhard Weihnachtsshow
									Freitag, 08. Dezember, 19:30
								Kursaal Bern, Bern (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/pepe-lienhard-weihnachtsshow-7099396440774906708.html","Pepe Lienhard Weihnachtsshow","","Freitag, 08. Dezember, 19:30","Kursaal Bern, Bern (CH)"
"1699914567-2077","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Anderswo in Afrika - wenig haben, viel sein
									Freitag, 08. Dezember, 19:30
								Volkshaus, Zürich (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/vortrag/anderswo-in-afrika-wenig-haben-viel-sein-7098323152803980959.html","Anderswo in Afrika - wenig haben, viel sein","","Freitag, 08. Dezember, 19:30","Volkshaus, Zürich (CH)"
"1699914567-2078","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Feb
				28
			
			
			
				Macbeth
									4 Events
								Bühnen Bern - Stadttheater, Bern (CH)","https://eventfrog.ch/de/p/gruppen/macbeth-7119982302407394036.html","Macbeth","Eventgruppe","4 Events","Bühnen Bern - Stadttheater, Bern (CH)"
"1699914567-2079","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Rent a Friend
									Freitag, 08. Dezember, 19:30
								Stadttheater Olten, Olten (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/rent-a-friend-7092895617823769737.html","Rent a Friend","","Freitag, 08. Dezember, 19:30","Stadttheater Olten, Olten (CH)"
